name	Sample	OTU	effect	mean_Precision	mean_TPR
Corncob	500	400	10	0.145974942	0.951
Corncob	500	400	2	0.332367872	0.403
Corncob	500	400	5	0.206601427	0.8575
Corncob	500	500	1	0.006666667	2.00E-04
Corncob	500	500	10	0.141641059	0.9499
Corncob	500	500	2	0.328777993	0.396
Corncob	500	500	5	0.198131792	0.8737
Corncob	500	800	1	0	0
Corncob	500	800	10	0.208666413	0.801625
Corncob	500	800	2	0.376664073	0.1985
Corncob	500	800	5	0.290570113	0.6169375
DACOMP	20	200	1	0	0
DACOMP	20	100	1	0.0025	5.00E-04
DACOMP	20	100	10	0.384301768	0.2855
DACOMP	20	100	2	0.047083333	0.012
DACOMP	20	100	5	0.339251984	0.1785
DACOMP	20	1000	1	0	0
DACOMP	20	1000	10	0.370477739	0.06715
DACOMP	20	1000	2	0	0
DACOMP	20	1000	5	0.174896239	0.01875
DACOMP	20	2000	1	0	0
DACOMP	20	2000	10	0.313615288	0.033775
DACOMP	20	2000	2	0	0
DACOMP	20	2000	5	0.088802166	0.006175
DACOMP	20	300	1	0	0
DACOMP	20	300	10	0.375319194	0.160333333
DACOMP	20	300	2	0	0
DACOMP	20	300	5	0.274336247	0.067
DACOMP	20	400	1	0	0
DACOMP	20	400	10	0.390662189	0.16925
DACOMP	20	400	2	0.007	0.001125
DACOMP	20	400	5	0.253904286	0.061
DACOMP	20	500	1	0	0
DACOMP	20	500	10	0.402049971	0.1637
DACOMP	20	500	2	0.005416667	9.00E-04
DACOMP	20	500	5	0.262903763	0.0624
DACOMP	20	800	1	0	0
DACOMP	20	800	10	0.394100044	0.078
DACOMP	20	800	2	0.0025	0.00025
DACOMP	20	800	5	0.185931137	0.0220625
DACOMP	20	200	2	0.003	0.00075
DACOMP	20	200	5	0.285073746	0.0985
DACOMP	20	200	10	0.39839669	0.2195
DACOMP	50	100	1	0	0
DACOMP	50	100	10	0.388714411	0.3915
DACOMP	50	100	2	0.19598428	0.082
DACOMP	50	100	5	0.374585179	0.373
DACOMP	50	1000	1	0.003125	0.00025
DACOMP	50	1000	10	0.398701898	0.2452
DACOMP	50	1000	2	0.106027665	0.00995
DACOMP	50	1000	5	0.395699481	0.1612
DACOMP	50	200	1	0	0
DACOMP	50	200	10	0.385590911	0.36
DACOMP	50	200	2	0.153866203	0.04675
DACOMP	50	200	5	0.387114831	0.303
DACOMP	50	2000	1	0	0
DACOMP	50	2000	10	0.398138648	0.1728
DACOMP	50	2000	2	0.055812791	0.003275
DACOMP	50	2000	5	0.396412269	0.1062
DACOMP	50	300	1	0	0
DACOMP	50	300	10	0.384425561	0.339833333
DACOMP	50	300	2	0.12717434	0.027
DACOMP	50	300	5	0.386656624	0.265666667
DACOMP	50	400	1	0.001875	0.000375
DACOMP	50	400	10	0.393311483	0.347375
DACOMP	50	400	2	0.149235716	0.031125
DACOMP	50	400	5	0.383521251	0.26975
DACOMP	50	500	1	0.002857143	4.00E-04
DACOMP	50	500	10	0.39714572	0.3546
DACOMP	50	500	2	0.169894953	0.0319
DACOMP	50	500	5	0.386163832	0.276
DACOMP	50	800	1	0	0
DACOMP	50	800	10	0.401579127	0.249125
DACOMP	50	800	2	0.096560218	0.009875
DACOMP	50	800	5	0.394600767	0.1714375
DACOMP	100	100	1	0	0
DACOMP	100	100	10	0.365121418	0.378
DACOMP	100	100	2	0.305881268	0.2585
DACOMP	100	100	5	0.363608965	0.394
DACOMP	100	1000	1	0	0
DACOMP	100	1000	10	0.396097947	0.34275
DACOMP	100	1000	2	0.362628842	0.07535
DACOMP	100	1000	5	0.401867385	0.2731
DACOMP	100	200	1	0	0
DACOMP	100	200	10	0.385639464	0.39475
DACOMP	100	200	2	0.345450938	0.194
DACOMP	100	200	5	0.383361431	0.36825
DACOMP	100	2000	1	0	0
DACOMP	100	2000	10	0.398170528	0.28715
DACOMP	100	2000	2	0.367831322	0.04835
DACOMP	100	2000	5	0.395205231	0.2029
DACOMP	100	300	1	0.003809524	0.000666667
DACOMP	100	300	10	0.3835234	0.377166667
DACOMP	100	300	2	0.360224797	0.1345
DACOMP	100	300	5	0.373185372	0.352833333
DACOMP	100	400	1	0	0
DACOMP	100	400	10	0.389561914	0.37475
DACOMP	100	400	2	0.361055257	0.13825
DACOMP	100	400	5	0.381296558	0.3515
DACOMP	100	500	1	0.001875	3.00E-04
DACOMP	100	500	10	0.387605329	0.3722
DACOMP	100	500	2	0.376691592	0.145
DACOMP	100	500	5	0.376519549	0.3418
DACOMP	100	800	1	0	0
DACOMP	100	800	10	0.397150028	0.3333125
DACOMP	100	800	2	0.391620444	0.0799375
DACOMP	100	800	5	0.392505703	0.2626875
DACOMP	200	100	1	0.002	0.001
DACOMP	200	100	10	0.38728713	0.403
DACOMP	200	100	2	0.288633805	0.376
DACOMP	200	100	5	0.377458105	0.4415
DACOMP	200	1000	1	0	0
DACOMP	200	1000	10	0.401321091	0.42
DACOMP	200	1000	2	0.390040028	0.1669
DACOMP	200	1000	5	0.397349332	0.3237
DACOMP	200	200	1	0	0
DACOMP	200	200	10	0.372611883	0.3935
DACOMP	200	200	2	0.345341465	0.30875
DACOMP	200	200	5	0.378160678	0.4055
DACOMP	200	2000	1	0.001458333	0.000175
DACOMP	200	2000	10	0.40021079	0.362075
DACOMP	200	2000	2	0.393037707	0.1137
DACOMP	200	2000	5	0.394853147	0.282225
DACOMP	200	300	1	0.001666667	0.000166667
DACOMP	200	300	10	0.399584036	0.405166667
DACOMP	200	300	2	0.36427976	0.256833333
DACOMP	200	300	5	0.377075874	0.395
DACOMP	200	400	1	0	0
DACOMP	200	400	10	0.390135742	0.38325
DACOMP	200	400	2	0.386132364	0.267875
DACOMP	200	400	5	0.38009164	0.376
DACOMP	200	500	1	0.001	1.00E-04
DACOMP	200	500	10	0.391247384	0.3896
DACOMP	200	500	2	0.379485461	0.2627
DACOMP	200	500	5	0.383291849	0.3778
DACOMP	200	800	1	0	0
DACOMP	200	800	10	0.403860851	0.4105
DACOMP	200	800	2	0.400979647	0.1705625
DACOMP	200	800	5	0.399236831	0.3298125
DACOMP	300	100	1	0.000625	5.00E-04
DACOMP	300	100	10	0.388263445	0.4065
DACOMP	300	100	2	0.266806303	0.4835
DACOMP	300	100	5	0.374326202	0.442
DACOMP	300	1000	1	0	0
DACOMP	300	1000	10	0.400943345	0.44435
DACOMP	300	1000	2	0.400132499	0.2218
DACOMP	300	1000	5	0.403130215	0.36695
DACOMP	300	200	1	0	0
DACOMP	300	200	10	0.398205277	0.425
DACOMP	300	200	2	0.33802361	0.3875
DACOMP	300	200	5	0.367623824	0.429
DACOMP	300	2000	1	0	0
DACOMP	300	2000	10	0.396380664	0.389325
DACOMP	300	2000	2	0.399464461	0.1616
DACOMP	300	2000	5	0.399408831	0.3295
DACOMP	300	300	1	0	0
DACOMP	300	300	10	0.386083285	0.399666667
DACOMP	300	300	2	0.356097314	0.343166667
DACOMP	300	300	5	0.377450233	0.431166667
DACOMP	300	400	1	0	0
DACOMP	300	400	10	0.390830426	0.39125
DACOMP	300	400	2	0.373856379	0.342
DACOMP	300	400	5	0.381462991	0.392
DACOMP	300	500	1	0	0
DACOMP	300	500	10	0.390586828	0.3882
DACOMP	300	500	2	0.376128139	0.3211
DACOMP	300	500	5	0.380072398	0.3817
DACOMP	300	800	1	0.002	0.000125
DACOMP	300	800	10	0.397863718	0.4348125
DACOMP	300	800	2	0.403227095	0.226
DACOMP	300	800	5	0.402656549	0.3589375
DACOMP	500	100	1	0	0
DACOMP	500	100	10	0.381080045	0.3955
DACOMP	500	100	2	0.272354161	0.564
DACOMP	500	100	5	0.364534287	0.4255
DACOMP	500	1000	1	0.001923077	0.00025
DACOMP	500	1000	10	0.400950689	0.47
DACOMP	500	1000	2	0.400074842	0.28725
DACOMP	500	1000	5	0.400695242	0.41105
DACOMP	500	200	1	0	0
DACOMP	500	200	10	0.395419352	0.4185
DACOMP	500	200	2	0.309687025	0.46625
DACOMP	500	200	5	0.361144607	0.43525
DACOMP	500	2000	1	0	0
DACOMP	500	2000	10	0.401118808	0.408175
DACOMP	500	2000	2	0.401728224	0.2082
DACOMP	500	2000	5	0.397085252	0.374375
DACOMP	500	300	1	0.00125	0.000166667
DACOMP	500	300	10	0.384120533	0.4015
DACOMP	500	300	2	0.348554529	0.414166667
DACOMP	500	300	5	0.375202213	0.439333333
DACOMP	500	400	1	0	0
DACOMP	500	400	10	0.391207898	0.3955
DACOMP	500	400	2	0.355505697	0.4175
DACOMP	500	400	5	0.379783791	0.404
DACOMP	500	500	1	0	0
DACOMP	500	500	10	0.383997447	0.3879
DACOMP	500	500	2	0.370628697	0.3835
DACOMP	500	500	5	0.389047352	0.4026
DACOMP	500	800	1	0.0045	0.00025
DACOMP	500	800	10	0.399999585	0.4601875
DACOMP	500	800	2	0.394657947	0.2855625
DACOMP	500	800	5	0.40050632	0.40975
DESeq2	20	200	1	0.040671988	0.01
DESeq2	20	100	1	0.058755952	0.019
DESeq2	20	100	10	0.285664915	0.459
DESeq2	20	100	2	0.195411762	0.086
DESeq2	20	100	5	0.293057016	0.373
DESeq2	20	1000	1	0.001459861	0.0029
DESeq2	20	1000	10	0.058557858	0.16495
DESeq2	20	1000	2	0.002896841	0.00605
DESeq2	20	1000	5	0.031209144	0.07515
DESeq2	20	200	2	0.142845991	0.03775
DESeq2	20	2000	1	0.000181884	6.00E-04
DESeq2	20	2000	10	0.025822745	0.105225
DESeq2	20	2000	2	0.000774269	0.00265
DESeq2	20	2000	5	0.012234689	0.0452
DESeq2	20	300	1	0.021829087	0.007166667
DESeq2	20	300	10	0.262505823	0.3245
DESeq2	20	300	2	0.053504419	0.021833333
DESeq2	20	300	5	0.225775094	0.188666667
DESeq2	20	400	1	0.017420733	0.00675
DESeq2	20	400	10	0.249050041	0.33475
DESeq2	20	400	2	0.040535106	0.01825
DESeq2	20	400	5	0.206090384	0.187125
DESeq2	20	500	1	0.010681806	0.0047
DESeq2	20	500	10	0.226295601	0.3207
DESeq2	20	500	2	0.033972725	0.0167
DESeq2	20	500	5	0.189934753	0.1828
DESeq2	20	800	1	0.001272864	0.00225
DESeq2	20	800	10	0.065791826	0.1740625
DESeq2	20	800	2	0.003245647	0.0063125
DESeq2	20	800	5	0.034549063	0.0770625
DESeq2	20	200	5	0.294246768	0.2585
DESeq2	20	200	10	0.321313988	0.4125
DESeq2	50	100	1	0.064697913	0.021
DESeq2	50	100	10	0.237640805	0.656
DESeq2	50	100	2	0.266373111	0.22
DESeq2	50	100	5	0.250698053	0.5145
DESeq2	50	1000	1	0.005985968	0.00115
DESeq2	50	1000	10	0.296450118	0.38945
DESeq2	50	1000	2	0.091132268	0.02325
DESeq2	50	1000	5	0.282696166	0.23685
DESeq2	50	200	1	0.059231838	0.0075
DESeq2	50	200	10	0.303640661	0.626
DESeq2	50	200	2	0.346461973	0.13125
DESeq2	50	200	5	0.323455282	0.48
DESeq2	50	2000	1	0.00087513	0.000575
DESeq2	50	2000	10	0.152134735	0.263575
DESeq2	50	2000	2	0.015064137	0.011175
DESeq2	50	2000	5	0.124305263	0.154575
DESeq2	50	300	1	0.093714286	0.005666667
DESeq2	50	300	10	0.339600449	0.571
DESeq2	50	300	2	0.351570067	0.078333333
DESeq2	50	300	5	0.362892152	0.421833333
DESeq2	50	400	1	0.0785	0.003125
DESeq2	50	400	10	0.343914637	0.590125
DESeq2	50	400	2	0.345112452	0.072875
DESeq2	50	400	5	0.358120396	0.41825
DESeq2	50	500	1	0.047678571	0.0022
DESeq2	50	500	10	0.348582793	0.6005
DESeq2	50	500	2	0.378748917	0.0777
DESeq2	50	500	5	0.355027499	0.417
DESeq2	50	800	1	0.012129135	0.0014375
DESeq2	50	800	10	0.315503521	0.3918125
DESeq2	50	800	2	0.111366038	0.023
DESeq2	50	800	5	0.306370025	0.2464375
DESeq2	100	100	1	0.055684524	0.015
DESeq2	100	100	10	0.186876727	0.82
DESeq2	100	100	2	0.286914201	0.385
DESeq2	100	100	5	0.226961905	0.657
DESeq2	100	1000	1	0.027305585	0.00305
DESeq2	100	1000	10	0.348773728	0.5675
DESeq2	100	1000	2	0.25651147	0.0853
DESeq2	100	1000	5	0.347028427	0.4187
DESeq2	100	200	1	0.101462482	0.01475
DESeq2	100	200	10	0.252748344	0.817
DESeq2	100	200	2	0.328525952	0.281
DESeq2	100	200	5	0.291704955	0.66225
DESeq2	100	2000	1	0.001635484	0.000825
DESeq2	100	2000	10	0.237646104	0.414375
DESeq2	100	2000	2	0.083638844	0.0531
DESeq2	100	2000	5	0.221351681	0.293425
DESeq2	100	300	1	0.082595238	0.007666667
DESeq2	100	300	10	0.295570034	0.741166667
DESeq2	100	300	2	0.34799691	0.207
DESeq2	100	300	5	0.325619786	0.591
DESeq2	100	400	1	0.112440476	0.005625
DESeq2	100	400	10	0.300883194	0.768
DESeq2	100	400	2	0.361613082	0.20725
DESeq2	100	400	5	0.334759295	0.608125
DESeq2	100	500	1	0.071502373	0.0061
DESeq2	100	500	10	0.299173072	0.7668
DESeq2	100	500	2	0.358941383	0.209
DESeq2	100	500	5	0.326939925	0.5967
DESeq2	100	800	1	0.020005051	0.002
DESeq2	100	800	10	0.350718861	0.5681875
DESeq2	100	800	2	0.286310832	0.089
DESeq2	100	800	5	0.357162538	0.416625
DESeq2	200	100	1	0.065042138	0.024
DESeq2	200	100	10	0.154980411	0.9465
DESeq2	200	100	2	0.261868301	0.4905
DESeq2	200	100	5	0.189366888	0.854
DESeq2	200	1000	1	0.125450397	0.00295
DESeq2	200	1000	10	0.363388108	0.7229
DESeq2	200	1000	2	0.385060796	0.2065
DESeq2	200	1000	5	0.376959613	0.58595
DESeq2	200	200	1	0.085946429	0.013
DESeq2	200	200	10	0.192264153	0.904
DESeq2	200	200	2	0.313189918	0.44125
DESeq2	200	200	5	0.24033824	0.82075
DESeq2	200	2000	1	0.02413175	0.001875
DESeq2	200	2000	10	0.358018885	0.566875
DESeq2	200	2000	2	0.318467317	0.13625
DESeq2	200	2000	5	0.359769931	0.44745
DESeq2	200	300	1	0.144940934	0.009833333
DESeq2	200	300	10	0.236617015	0.875166667
DESeq2	200	300	2	0.347391787	0.360666667
DESeq2	200	300	5	0.284623525	0.757333333
DESeq2	200	400	1	0.118929293	0.0085
DESeq2	200	400	10	0.238267826	0.883875
DESeq2	200	400	2	0.358917609	0.379625
DESeq2	200	400	5	0.286120059	0.766875
DESeq2	200	500	1	0.089217914	0.007
DESeq2	200	500	10	0.245811144	0.886
DESeq2	200	500	2	0.360079304	0.3736
DESeq2	200	500	5	0.28666134	0.7651
DESeq2	200	800	1	0.132386905	0.0036875
DESeq2	200	800	10	0.357950034	0.7191875
DESeq2	200	800	2	0.392534668	0.2096875
DESeq2	200	800	5	0.374710106	0.5895625
DESeq2	300	100	1	0.042727599	0.021
DESeq2	300	100	10	0.138103097	0.968
DESeq2	300	100	2	0.242588968	0.571
DESeq2	300	100	5	0.162248903	0.916
DESeq2	300	1000	1	0.164285714	0.0044
DESeq2	300	1000	10	0.341295921	0.7831
DESeq2	300	1000	2	0.389316351	0.297
DESeq2	300	1000	5	0.361560242	0.68135
DESeq2	300	200	1	0.108025162	0.01575
DESeq2	300	200	10	0.166723746	0.945
DESeq2	300	200	2	0.310573777	0.5485
DESeq2	300	200	5	0.205063693	0.8735
DESeq2	300	2000	1	0.074671534	0.0018
DESeq2	300	2000	10	0.376084024	0.6427
DESeq2	300	2000	2	0.387476528	0.21035
DESeq2	300	2000	5	0.384492545	0.547475
DESeq2	300	300	1	0.150804113	0.012
DESeq2	300	300	10	0.204819114	0.911
DESeq2	300	300	2	0.346390798	0.4735
DESeq2	300	300	5	0.248111462	0.842666667
DESeq2	300	400	1	0.134161786	0.008625
DESeq2	300	400	10	0.205604984	0.922625
DESeq2	300	400	2	0.346545439	0.479875
DESeq2	300	400	5	0.249494861	0.85125
DESeq2	300	500	1	0.13549044	0.0077
DESeq2	300	500	10	0.212833281	0.9276
DESeq2	300	500	2	0.342260605	0.4765
DESeq2	300	500	5	0.253459708	0.844
DESeq2	300	800	1	0.156177045	0.005
DESeq2	300	800	10	0.334915068	0.7925
DESeq2	300	800	2	0.392639245	0.3074375
DESeq2	300	800	5	0.356466409	0.671
DESeq2	500	100	1	0.079564755	0.032
DESeq2	500	100	10	0.124133017	0.9885
DESeq2	500	100	2	0.21344074	0.6915
DESeq2	500	100	5	0.138739322	0.959
DESeq2	500	1000	1	0.160220238	0.0043
DESeq2	500	1000	10	0.304876428	0.858
DESeq2	500	1000	2	0.388000109	0.4289
DESeq2	500	1000	5	0.32916169	0.77665
DESeq2	500	200	1	0.102688205	0.01825
DESeq2	500	200	10	0.137778915	0.9695
DESeq2	500	200	2	0.278559266	0.66775
DESeq2	500	200	5	0.165162305	0.9295
DESeq2	500	2000	1	0.199819444	0.003025
DESeq2	500	2000	10	0.374581199	0.738825
DESeq2	500	2000	2	0.394395541	0.31945
DESeq2	500	2000	5	0.376435739	0.645025
DESeq2	500	300	1	0.157525794	0.013333333
DESeq2	500	300	10	0.164435354	0.945833333
DESeq2	500	300	2	0.315092486	0.580166667
DESeq2	500	300	5	0.195865796	0.894833333
DESeq2	500	400	1	0.163266713	0.01575
DESeq2	500	400	10	0.1684006	0.95
DESeq2	500	400	2	0.312582286	0.597375
DESeq2	500	400	5	0.199956975	0.911625
DESeq2	500	500	1	0.141111488	0.0108
DESeq2	500	500	10	0.174793815	0.9482
DESeq2	500	500	2	0.320958678	0.6072
DESeq2	500	500	5	0.203758452	0.9189
DESeq2	500	800	1	0.199478022	0.006875
DESeq2	500	800	10	0.29040865	0.8498125
DESeq2	500	800	2	0.381551566	0.4205
DESeq2	500	800	5	0.320670857	0.7719375
edgeR	20	100	1	0.063095238	0.01
edgeR	50	100	1	0.097	0.022
edgeR	100	100	1	0.102785714	0.022
edgeR	200	100	1	0.089	0.019
edgeR	300	100	1	0.106580087	0.019
edgeR	500	100	1	0.099857143	0.019
edgeR	20	100	2	0.353266955	0.093
edgeR	50	100	2	0.609170912	0.497
edgeR	100	100	2	0.563743139	0.766
edgeR	200	100	2	0.464697854	0.916
edgeR	300	100	2	0.40282177	0.931
edgeR	500	100	2	0.30248891	0.959
edgeR	20	100	5	0.687250788	0.782
edgeR	50	100	5	0.474401423	0.94
edgeR	100	100	5	0.333825203	0.951
edgeR	200	100	5	0.270260614	0.963
edgeR	300	100	5	0.240524639	0.956
edgeR	500	100	5	0.228218812	0.967
edgeR	20	100	10	0.596818499	0.879
edgeR	50	100	10	0.387421624	0.952
edgeR	100	100	10	0.299660617	0.95
edgeR	200	100	10	0.260682993	0.951
edgeR	300	100	10	0.249343048	0.963
edgeR	500	100	10	0.238649724	0.954
edgeR	20	200	1	0.069	0.01
edgeR	50	200	1	0.191	0.022
edgeR	100	200	1	0.154880952	0.0185
edgeR	200	200	1	0.117678571	0.012
edgeR	300	200	1	0.168309524	0.023
edgeR	500	200	1	0.159547619	0.0185
edgeR	20	200	2	0.351291667	0.0585
edgeR	50	200	2	0.60348299	0.2995
edgeR	100	200	2	0.553931853	0.56
edgeR	200	200	2	0.480833117	0.73
edgeR	300	200	2	0.438660693	0.802
edgeR	500	200	2	0.402818373	0.83
edgeR	20	200	5	0.622617925	0.47
edgeR	50	200	5	0.495444583	0.696
edgeR	100	200	5	0.426521194	0.7765
edgeR	200	200	5	0.385605164	0.786
edgeR	300	200	5	0.379426796	0.808
edgeR	500	200	5	0.382914322	0.8235
edgeR	20	200	10	0.533163895	0.57
edgeR	50	200	10	0.447769527	0.673
edgeR	100	200	10	0.406433674	0.733
edgeR	200	200	10	0.391578226	0.7415
edgeR	300	200	10	0.391618884	0.763
edgeR	500	200	10	0.39056162	0.766
edgeR	20	300	1	0.0415	0.003666667
edgeR	50	300	1	0.110166667	0.009666667
edgeR	100	300	1	0.114547619	0.008666667
edgeR	200	300	1	0.157619048	0.012666667
edgeR	300	300	1	0.116787879	0.009
edgeR	500	300	1	0.1329329	0.008666667
edgeR	20	300	2	0.290861416	0.036666667
edgeR	50	300	2	0.573137338	0.193333333
edgeR	100	300	2	0.571766625	0.394666667
edgeR	200	300	2	0.504967969	0.556
edgeR	300	300	2	0.464226546	0.593666667
edgeR	500	300	2	0.430111504	0.632
edgeR	20	300	5	0.588439529	0.321333333
edgeR	50	300	5	0.494499696	0.475666667
edgeR	100	300	5	0.429617854	0.546666667
edgeR	200	300	5	0.39957199	0.559666667
edgeR	300	300	5	0.408682647	0.589
edgeR	500	300	5	0.399088669	0.583666667
edgeR	20	300	10	0.535322645	0.377333333
edgeR	50	300	10	0.434506334	0.456666667
edgeR	100	300	10	0.419339671	0.509666667
edgeR	200	300	10	0.40458844	0.523666667
edgeR	300	300	10	0.410131998	0.537333333
edgeR	500	300	10	0.406286392	0.538666667
edgeR	20	400	1	0.085166667	0.00525
edgeR	50	400	1	0.168	0.01425
edgeR	100	400	1	0.148583333	0.01025
edgeR	200	400	1	0.186119048	0.0135
edgeR	300	400	1	0.137538961	0.0145
edgeR	500	400	1	0.117616883	0.009
edgeR	20	400	2	0.325786372	0.035
edgeR	50	400	2	0.621419225	0.19825
edgeR	100	400	2	0.584701449	0.39325
edgeR	200	400	2	0.503394119	0.5245
edgeR	300	400	2	0.464629419	0.56675
edgeR	500	400	2	0.434290679	0.5875
edgeR	20	400	5	0.621779307	0.32225
edgeR	50	400	5	0.486438153	0.4535
edgeR	100	400	5	0.432278113	0.52075
edgeR	200	400	5	0.406911889	0.5335
edgeR	300	400	5	0.405537923	0.54175
edgeR	500	400	5	0.400992242	0.5435
edgeR	20	400	10	0.537860336	0.37475
edgeR	50	400	10	0.433366728	0.43875
edgeR	100	400	10	0.407945658	0.47
edgeR	200	400	10	0.400419761	0.489
edgeR	300	400	10	0.394902161	0.49175
edgeR	500	400	10	0.396389726	0.49525
edgeR	20	500	1	0.058638889	0.0052
edgeR	50	500	1	0.097396825	0.006
edgeR	100	500	1	0.116751337	0.0098
edgeR	200	500	1	0.136535714	0.0104
edgeR	300	500	1	0.151132447	0.009
edgeR	500	500	1	0.109055556	0.0078
edgeR	20	500	2	0.336948413	0.0338
edgeR	50	500	2	0.598242231	0.189
edgeR	100	500	2	0.546278096	0.3786
edgeR	200	500	2	0.487247575	0.4816
edgeR	300	500	2	0.448561244	0.5192
edgeR	500	500	2	0.414906425	0.5272
edgeR	20	500	5	0.594126965	0.3168
edgeR	50	500	5	0.481186896	0.4232
edgeR	100	500	5	0.431348272	0.4866
edgeR	200	500	5	0.410210051	0.5046
edgeR	300	500	5	0.404872123	0.5018
edgeR	500	500	5	0.401284815	0.5068
edgeR	20	500	10	0.539362575	0.3412
edgeR	50	500	10	0.437077353	0.4204
edgeR	100	500	10	0.413395994	0.4478
edgeR	200	500	10	0.405950648	0.462
edgeR	300	500	10	0.399893021	0.4618
edgeR	500	500	10	0.398513019	0.4672
edgeR	20	800	1	0.10725	0.004125
edgeR	50	800	1	0.120205128	0.005625
edgeR	100	800	1	0.126619048	0.00425
edgeR	200	800	1	0.135678571	0.003625
edgeR	300	800	1	0.11960928	0.005
edgeR	500	800	1	0.137833333	0.003375
edgeR	20	800	2	0.314178571	0.01125
edgeR	50	800	2	0.585221904	0.089875
edgeR	100	800	2	0.543065896	0.17425
edgeR	200	800	2	0.483082011	0.240125
edgeR	300	800	2	0.467578962	0.259625
edgeR	500	800	2	0.422341935	0.2655
edgeR	20	800	5	0.597806931	0.150875
edgeR	50	800	5	0.466667089	0.205
edgeR	100	800	5	0.432422777	0.24275
edgeR	200	800	5	0.409214099	0.24725
edgeR	300	800	5	0.408062599	0.249625
edgeR	500	800	5	0.401867178	0.25075
edgeR	20	800	10	0.52085779	0.176625
edgeR	50	800	10	0.435791962	0.20625
edgeR	100	800	10	0.397952986	0.21675
edgeR	200	800	10	0.400551703	0.227375
edgeR	300	800	10	0.399624832	0.229375
edgeR	500	800	10	0.386938453	0.223125
edgeR	20	1000	1	0.098519608	0.0027
edgeR	50	1000	1	0.073079365	0.0025
edgeR	100	1000	1	0.16800938	0.0066
edgeR	200	1000	1	0.13925	0.0049
edgeR	300	1000	1	0.144984848	0.0031
edgeR	500	1000	1	0.173910256	0.0045
edgeR	20	1000	2	0.421927406	0.0191
edgeR	50	1000	2	0.574115521	0.0895
edgeR	100	1000	2	0.552059665	0.1755
edgeR	200	1000	2	0.485648392	0.229
edgeR	300	1000	2	0.458788806	0.2445
edgeR	500	1000	2	0.422606994	0.2512
edgeR	20	1000	5	0.593567761	0.1442
edgeR	50	1000	5	0.473718162	0.2005
edgeR	100	1000	5	0.422866281	0.2294
edgeR	200	1000	5	0.402980962	0.2327
edgeR	300	1000	5	0.406152861	0.2401
edgeR	500	1000	5	0.397890649	0.2389
edgeR	20	1000	10	0.536259089	0.1652
edgeR	50	1000	10	0.427510889	0.1953
edgeR	100	1000	10	0.413056052	0.2133
edgeR	200	1000	10	0.401454161	0.2173
edgeR	300	1000	10	0.39868013	0.2207
edgeR	500	1000	10	0.401278271	0.2235
edgeR	20	2000	1	0.074285714	0.0013
edgeR	50	2000	1	0.080997835	0.002
edgeR	100	2000	1	0.154127817	0.0036
edgeR	200	2000	1	0.105170635	0.00245
edgeR	300	2000	1	0.109675325	0.00285
edgeR	500	2000	1	0.118225885	0.0026
edgeR	20	2000	2	0.338866516	0.01025
edgeR	50	2000	2	0.619766373	0.0605
edgeR	100	2000	2	0.535361758	0.112
edgeR	200	2000	2	0.475123841	0.14375
edgeR	300	2000	2	0.445634057	0.1516
edgeR	500	2000	2	0.41089006	0.1547
edgeR	20	2000	5	0.623342529	0.09345
edgeR	50	2000	5	0.461240318	0.1277
edgeR	100	2000	5	0.424541843	0.1417
edgeR	200	2000	5	0.398567913	0.1421
edgeR	300	2000	5	0.402122762	0.1462
edgeR	500	2000	5	0.400524448	0.1475
edgeR	20	2000	10	0.517686269	0.10055
edgeR	50	2000	10	0.430729793	0.12475
edgeR	100	2000	10	0.412149774	0.133
edgeR	200	2000	10	0.402776802	0.1346
edgeR	300	2000	10	0.408633212	0.138
edgeR	500	2000	10	0.411132486	0.1385
fastANCOM	20	200	1	0	0
fastANCOM	20	200	2	0	0
fastANCOM	20	100	1	0	0
fastANCOM	20	100	10	0.344829906	0.163
fastANCOM	20	100	2	0.025	0.0025
fastANCOM	20	100	5	0.128916667	0.028
fastANCOM	20	1000	1	0.005	5.00E-05
fastANCOM	20	1000	10	0.321996077	0.04945
fastANCOM	20	1000	2	0.01	1.00E-04
fastANCOM	20	1000	5	0.166879459	0.0091
fastANCOM	20	2000	1	0.000101652	4.00E-04
fastANCOM	20	2000	10	0.318804712	0.054625
fastANCOM	20	2000	2	0.004474212	0.0013
fastANCOM	20	2000	5	0.16175534	0.008875
fastANCOM	20	300	1	0	0
fastANCOM	20	300	10	0.359539755	0.086
fastANCOM	20	300	2	0.01	0.000333333
fastANCOM	20	300	5	0.171916667	0.017833333
fastANCOM	20	400	1	0	0
fastANCOM	20	400	10	0.382679985	0.107625
fastANCOM	20	400	2	0.007616279	0.000375
fastANCOM	20	400	5	0.21673575	0.020375
fastANCOM	20	500	1	0.00125	1.00E-04
fastANCOM	20	500	10	0.366660886	0.1096
fastANCOM	20	500	2	0.01	2.00E-04
fastANCOM	20	500	5	0.247995541	0.0207
fastANCOM	20	800	1	0	0
fastANCOM	20	800	10	0.334285874	0.047625
fastANCOM	20	800	2	0.01	0.000125
fastANCOM	20	800	5	0.147313473	0.007625
fastANCOM	20	200	5	0.146345238	0.0185
fastANCOM	20	200	10	0.348935457	0.1295
fastANCOM	50	100	1	0	0
fastANCOM	50	100	10	0.3755686	0.3995
fastANCOM	50	100	2	0.033	0.0055
fastANCOM	50	100	5	0.391434343	0.294
fastANCOM	50	1000	1	0	0
fastANCOM	50	1000	10	0.208785989	0.33335
