name	Sample	OTU	type	effect	mean_Accuracy	sd_Accuracy	mean_Precision	sd_Precision	mean_TPR	sd_TPR	mean_F1_score	sd_F1_score	mean_FPR	sd_FPR	mean_Specificity	sd_Specificity	mean_FDR	sd_FDR
Corncob	100	2000	abundant	5	0.805295455	0.007362645	0.398403162	0.057965308	0.1405	0.032041117	0.206611584	0.040789935	0.046972222	0.008808217	0.953027778	0.008808217	0.601596838	0.057965308
Corncob	100	300	abundant	1	0.967736559	7.60E-05	0	0	0	0	0	0	5.56E+06	7.86E-05	0.999994444	7.86E-05	0.005	0.070710678
Corncob	100	300	abundant	10	0.943263441	0.009979774	0.311524754	0.050627264	0.596666667	0.089355281	0.406127661	0.053784834	0.045183333	0.010918644	0.954816667	0.010918644	0.688475246	0.050627264
Corncob	100	300	abundant	2	0.966715054	0.002220449	0.367029762	0.311641751	0.05	0.045205653	0.084353045	0.072094467	0.002727778	0.002298516	0.997272222	0.002298516	0.552970238	0.334769426
Corncob	100	300	abundant	5	0.957725806	0.005586301	0.357246565	0.068099982	0.375166667	0.093447973	0.361494991	0.070924344	0.022855556	0.006128988	0.977144444	0.006128988	0.642753435	0.068099982
Corncob	100	400	abundant	1	0.957446809	0	0	0	0	0	0	0	0	0	1	0	0	0
Corncob	100	400	abundant	10	0.923159574	0.013509104	0.309871081	0.045979164	0.625625	0.079193386	0.411679871	0.048222416	0.063616667	0.014991777	0.936383333	0.014991777	0.690128919	0.045979164
Corncob	100	400	abundant	2	0.9565	0.002422128	0.382717976	0.301892431	0.042125	0.038549184	0.072850642	0.062916342	0.002861111	0.002658086	0.997138889	0.002658086	0.532282024	0.322359843
Corncob	100	400	abundant	5	0.942930851	0.007697952	0.351326489	0.062668097	0.386375	0.085976416	0.364066571	0.063279188	0.032333333	0.008548044	0.967666667	0.008548044	0.648673511	0.062668097
Corncob	100	500	abundant	1	0.947342105	0.000246073	0.006666667	0.074423149	3.00E-04	0.003155915	0.000553221	0.005749678	4.44E-05	0.000366742	0.999955556	0.000366742	0.018333333	0.13027266
Corncob	100	500	abundant	10	0.902563158	0.014105799	0.303173639	0.038784485	0.6331	0.069386327	0.407777094	0.039297438	0.082466667	0.01626528	0.917533333	0.01626528	0.696826361	0.038784485
Corncob	100	500	abundant	2	0.945394737	0.002692368	0.355214567	0.218618661	0.0526	0.040115912	0.088254272	0.062403201	0.005005556	0.003393277	0.994994444	0.003393277	0.634785433	0.224953054
Corncob	100	500	abundant	5	0.928105263	0.008300513	0.34556735	0.053318894	0.3957	0.07972005	0.365189762	0.054235344	0.042316667	0.009974704	0.957683333	0.009974704	0.65443265	0.053318894
Corncob	100	800	abundant	1	0.918357143	0.000144308	0.005	0.070710678	6.25E-05	0.000883883	0.000123457	0.001745943	1.67E-05	0.000135397	0.999983333	0.000135397	0.015	0.121857483
Corncob	100	800	abundant	10	0.901403061	0.007190996	0.386665411	0.045813708	0.352625	0.055924028	0.367585036	0.04706408	0.049816667	0.007152221	0.950183333	0.007152221	0.613334589	0.045813708
Corncob	100	800	abundant	2	0.917790816	0.001823002	0.352998224	0.320947299	0.01825	0.01891531	0.034026608	0.034301256	0.00225	0.002064286	0.99775	0.002064286	0.487001776	0.352924183
Corncob	100	800	abundant	5	0.909632653	0.005860138	0.3908298	0.07243974	0.1891875	0.047958929	0.252848096	0.054222921	0.026327778	0.006129683	0.973672222	0.006129683	0.6091702	0.07243974
DACOMP	100	100	abundant	1	0.988989011	0.000219227	0	0	0	0	0	0	2.22E-05	0.000221663	0.999977778	0.000221663	0.01	0.099748427
DACOMP	100	100	abundant	10	0.985868132	0.00293761	0.365121418	0.12261364	0.378	0.125277581	0.370789737	0.122943069	0.007377778	0.001778894	0.992622222	0.001778894	0.634878582	0.12261364
DACOMP	100	100	abundant	2	0.984	0.006918241	0.305881268	0.211634915	0.2585	0.161113431	0.257536492	0.14859375	0.007938889	0.007603452	0.992061111	0.007603452	0.644118732	0.24856829
DACOMP	100	100	abundant	5	0.984994505	0.005728199	0.363608965	0.123145527	0.394	0.136223287	0.370759891	0.115356845	0.008438889	0.006141716	0.991561111	0.006141716	0.636391035	0.123145527
DACOMP	100	1000	abundant	1	0.9	0	0	0	0	0	0	0	0	0	1	0	0	0
DACOMP	100	1000	abundant	10	0.882075	0.007109296	0.396097947	0.040280692	0.34275	0.054578674	0.366205749	0.0450018	0.058	0.007717321	0.942	0.007717321	0.603902053	0.040280692
DACOMP	100	1000	abundant	2	0.895655	0.004543035	0.362628842	0.137917867	0.07535	0.040843832	0.122320545	0.061137835	0.0132	0.006615812	0.9868	0.006615812	0.582371158	0.176544324
DACOMP	100	1000	abundant	5	0.88668	0.00660802	0.401867385	0.047501843	0.2731	0.045306217	0.324198675	0.044390559	0.045144444	0.006298517	0.954855556	0.006298517	0.598132615	0.047501843
DACOMP	100	200	abundant	1	0.97826087	0	0	0	0	0	0	0	0	0	1	0	0	0
DACOMP	100	200	abundant	10	0.973086957	0.00418677	0.385639464	0.090659642	0.39475	0.107085358	0.388056461	0.090769505	0.014061111	0.00346313	0.985938889	0.00346313	0.614360536	0.090659642
DACOMP	100	200	abundant	2	0.974407609	0.005310237	0.345450938	0.169809315	0.194	0.105687508	0.238925559	0.115746905	0.00825	0.005863003	0.99175	0.005863003	0.599549062	0.207076866
DACOMP	100	200	abundant	5	0.97311413	0.005033206	0.383361431	0.087243388	0.36825	0.100648338	0.372291762	0.084676989	0.013444444	0.005150505	0.986555556	0.005150505	0.616638569	0.087243388
DACOMP	100	2000	abundant	1	0.818181818	0	0	0	0	0	0	0	0	0	1	0	0	0
DACOMP	100	2000	abundant	10	0.79155	0.008906208	0.398170528	0.034126447	0.28715	0.036603642	0.333022188	0.034198517	0.096361111	0.009699203	0.903638889	0.009699203	0.601829472	0.034126447
DACOMP	100	2000	abundant	2	0.8136	0.00483615	0.367831322	0.143342058	0.04835	0.025500567	0.084321666	0.042033091	0.016344444	0.00823351	0.983655556	0.00823351	0.557168678	0.186597443
DACOMP	100	2000	abundant	5	0.798581818	0.008626146	0.395205231	0.044276854	0.2029	0.03132485	0.26742362	0.035078394	0.069044444	0.009294247	0.930955556	0.009294247	0.604794769	0.044276854
DACOMP	100	300	abundant	1	0.967731183	0.000107256	0.003809524	0.038298096	0.000666667	0.007442315	0.001113841	0.012221065	3.33E-05	0.000350657	0.999966667	0.000350657	0.006190476	0.061933286
DACOMP	100	300	abundant	10	0.960295699	0.004751546	0.3835234	0.071556005	0.377166667	0.08939136	0.378341607	0.072658464	0.020266667	0.004324512	0.979733333	0.004324512	0.6164766	0.071556005
DACOMP	100	300	abundant	2	0.964811828	0.003761993	0.360224797	0.177063695	0.1345	0.079105658	0.189926929	0.100867802	0.007511111	0.004004216	0.992488889	0.004004216	0.589775203	0.20709116
DACOMP	100	300	abundant	5	0.95983871	0.005261926	0.373185372	0.073833567	0.352833333	0.10093242	0.358568132	0.074204349	0.019927778	0.006144725	0.980072222	0.006144725	0.626814628	0.073833567
DACOMP	100	400	abundant	1	0.957446809	0	0	0	0	0	0	0	0	0	1	0	0	0
DACOMP	100	400	abundant	10	0.948356383	0.00532908	0.389561914	0.064629363	0.37475	0.064824367	0.381483629	0.062974398	0.02615	0.003567744	0.97385	0.003567744	0.610438086	0.064629363
DACOMP	100	400	abundant	2	0.953765957	0.004213469	0.361055257	0.157624254	0.13825	0.076056627	0.194331158	0.097426827	0.009988889	0.004972772	0.990011111	0.004972772	0.588944743	0.190518079
DACOMP	100	400	abundant	5	0.947984043	0.005748617	0.381296558	0.06997293	0.3515	0.0753401	0.364049922	0.066374877	0.025505556	0.005205972	0.974494444	0.005205972	0.618703442	0.06997293
DACOMP	100	500	abundant	1	0.947357895	0.000148865	0.001875	0.026516504	3.00E-04	0.004242641	0.000517241	0.007314898	2.78E-05	0.000392837	0.999972222	0.000392837	0.003125	0.044194174
DACOMP	100	500	abundant	10	0.936021053	0.00602353	0.387605329	0.059901349	0.3722	0.062728257	0.379325755	0.059991832	0.032655556	0.003843824	0.967344444	0.003843824	0.612394671	0.059901349
DACOMP	100	500	abundant	2	0.942647368	0.004627559	0.376691592	0.120017952	0.145	0.068339972	0.204003978	0.083280007	0.013038889	0.005462058	0.986961111	0.005462058	0.613308408	0.129546777
DACOMP	100	500	abundant	5	0.935521053	0.006265334	0.376519549	0.061809888	0.3418	0.068704889	0.357059336	0.061166889	0.031494444	0.005583511	0.968505556	0.005583511	0.623480451	0.061809888
DACOMP	100	800	abundant	1	0.918367347	0	0	0	0	0	0	0	0	0	1	0	0	0
DACOMP	100	800	abundant	10	0.904193878	0.007468226	0.397150028	0.051801459	0.3333125	0.058821091	0.360992597	0.051883602	0.045061111	0.007086797	0.954938889	0.007086797	0.602849972	0.051801459
DACOMP	100	800	abundant	2	0.915158163	0.004163367	0.391620444	0.15114238	0.0799375	0.042807003	0.129748553	0.063657949	0.0106	0.005014824	0.9894	0.005014824	0.583379556	0.166319233
DACOMP	100	800	abundant	5	0.90669898	0.006318087	0.392505703	0.057802963	0.2626875	0.051340044	0.313713607	0.052515449	0.036055556	0.005227915	0.963944444	0.005227915	0.607494297	0.057802963
DESeq2	100	100	abundant	1	0.987505495	0.002481326	0.055684524	0.17873417	0.015	0.038502105	0.021394437	0.054303152	0.001688889	0.002609855	0.998311111	0.002609855	0.494315476	0.479918442
DESeq2	100	100	abundant	10	0.957950549	0.007493286	0.186876727	0.036036641	0.82	0.13561696	0.30294662	0.052454609	0.040516667	0.007810712	0.959483333	0.007810712	0.813123273	0.036036641
DESeq2	100	100	abundant	2	0.981879121	0.004937828	0.286914201	0.120114526	0.385	0.142041823	0.321422366	0.117529583	0.011488889	0.004752631	0.988511111	0.004752631	0.713085799	0.120114526
DESeq2	100	100	abundant	5	0.970236264	0.007720873	0.226961905	0.064765133	0.657	0.153193804	0.332637587	0.080864941	0.026283333	0.008038308	0.973716667	0.008038308	0.773038095	0.064765133
DESeq2	100	1000	abundant	1	0.889395	0.005385536	0.027305585	0.060606427	0.00305	0.006434635	0.005353872	0.011089597	0.012122222	0.006052267	0.987877778	0.006052267	0.972694415	0.060606427
DESeq2	100	1000	abundant	10	0.850455	0.011120083	0.348773728	0.028530554	0.5675	0.052272479	0.431439858	0.033381009	0.118105556	0.01169	0.881894444	0.01169	0.651226272	0.028530554
DESeq2	100	1000	abundant	2	0.88389	0.006595864	0.25651147	0.088758687	0.0853	0.036019397	0.126418187	0.049024912	0.027377778	0.007347549	0.972622222	0.007347549	0.74348853	0.088758687
DESeq2	100	1000	abundant	5	0.86293	0.009708573	0.347028427	0.035240564	0.4187	0.053719072	0.378699573	0.039815364	0.087711111	0.009977106	0.912288889	0.009977106	0.652971573	0.035240564
DESeq2	100	200	abundant	1	0.977369565	0.001911643	0.101462482	0.240386967	0.01475	0.031621783	0.023838588	0.049491295	0.001238889	0.002247697	0.998761111	0.002247697	0.333537518	0.435393151
DESeq2	100	200	abundant	10	0.942456522	0.00950442	0.252748344	0.035189587	0.817	0.090564949	0.384367875	0.044114118	0.054755556	0.010247365	0.945244444	0.010247365	0.747251656	0.035189587
DESeq2	100	200	abundant	2	0.971565217	0.004884703	0.328525952	0.111123798	0.281	0.110111866	0.297098046	0.101077181	0.013088889	0.004675937	0.986911111	0.004675937	0.671474048	0.111123798
DESeq2	100	200	abundant	5	0.956896739	0.007411132	0.291704955	0.047956821	0.66225	0.104484557	0.402192193	0.055661165	0.036555556	0.008050187	0.963444444	0.008050187	0.708295045	0.047956821
DESeq2	100	2000	abundant	1	0.725304545	0.023451641	0.001635484	0.005126221	0.000825	0.002339174	0.001074649	0.003093905	0.1137	0.028703202	0.8863	0.028703202	0.998364516	0.005126221
DESeq2	100	2000	abundant	10	0.650227273	0.026754285	0.237646104	0.024047376	0.414375	0.036041355	0.30155382	0.026335833	0.297361111	0.032230296	0.702638889	0.032230296	0.762353896	0.024047376
DESeq2	100	2000	abundant	2	0.719477273	0.024027829	0.083638844	0.032891706	0.0531	0.020609799	0.064290589	0.024174738	0.132438889	0.029543689	0.867561111	0.029543689	0.916361156	0.032891706
DESeq2	100	2000	abundant	5	0.68165	0.02722656	0.221351681	0.031136258	0.293425	0.035175716	0.251527923	0.03000864	0.232077778	0.032863865	0.767922222	0.032863865	0.778648319	0.031136258
DESeq2	100	300	abundant	1	0.967139785	0.001387357	0.082595238	0.231345562	0.007666667	0.021058001	0.01330662	0.034921554	0.000877778	0.001684126	0.999122222	0.001684126	0.297404762	0.432864794
