name	Sample	OTU	type	effect	mean_Precision	mean_TPR
Corncob	500	300	rare	5	0.290090893	0.1505
Corncob	100	400	rare	1	0	0
Corncob	100	400	rare	10	0.005	0.000125
Corncob	100	400	rare	2	0	0
Corncob	100	400	rare	5	0	0
Corncob	20	400	rare	1	0	0
Corncob	20	400	rare	10	0	0
Corncob	20	400	rare	2	0	0
Corncob	20	400	rare	5	0	0
Corncob	200	400	rare	1	0	0
Corncob	200	400	rare	10	0.242095187	0.0385
Corncob	200	400	rare	2	0	0
Corncob	200	400	rare	5	0.091958333	0.004625
Corncob	300	400	rare	1	0	0
Corncob	300	400	rare	10	0.311326832	0.178625
Corncob	300	400	rare	2	0.016666667	0.000625
Corncob	300	400	rare	5	0.27973298	0.051625
Corncob	50	400	rare	1	0	0
Corncob	50	400	rare	10	0	0
Corncob	50	400	rare	2	0	0
Corncob	50	400	rare	5	0	0
Corncob	500	400	rare	1	0.005833333	0.00025
Corncob	500	400	rare	10	0.300838896	0.276375
Corncob	500	400	rare	2	0.073541667	0.003625
Corncob	500	400	rare	5	0.290683333	0.159
Corncob	100	500	rare	1	0	0
Corncob	100	500	rare	10	0	0
Corncob	100	500	rare	2	0	0
Corncob	100	500	rare	5	0	0
Corncob	20	500	rare	1	0	0
Corncob	20	500	rare	10	0	0
Corncob	20	500	rare	2	0	0
Corncob	20	500	rare	5	0	0
Corncob	200	500	rare	1	0	0
Corncob	200	500	rare	10	0.198482124	0.0224
Corncob	200	500	rare	2	0.005	1.00E-04
Corncob	200	500	rare	5	0.072547619	0.0031
Corncob	300	500	rare	1	0	0
Corncob	300	500	rare	10	0.304635032	0.1735
Corncob	300	500	rare	2	0.015	4.00E-04
Corncob	300	500	rare	5	0.273790635	0.0495
Corncob	50	500	rare	1	0	0
Corncob	50	500	rare	10	0	0
Corncob	50	500	rare	2	0	0
Corncob	50	500	rare	5	0	0
Corncob	500	500	rare	1	0	0
Corncob	500	500	rare	10	0.29642101	0.2775
Corncob	500	500	rare	2	0.094642857	0.0042
Corncob	500	500	rare	5	0.306150533	0.1884
Corncob	100	800	rare	1	0	0
Corncob	100	800	rare	10	0	0
Corncob	100	800	rare	2	0	0
Corncob	100	800	rare	5	0	0
Corncob	20	800	rare	1	0	0
Corncob	20	800	rare	10	0	0
Corncob	20	800	rare	2	0	0
