name	Sample	OTU	type	effect	mean_TPR	mean_FPR
Corncob	300	400	rare	10	0.178625	0.017611111
Corncob	300	400	rare	2	0.000625	0.000105556
Corncob	300	400	rare	5	0.051625	0.005633333
Corncob	50	400	rare	1	0	2.22E-05
Corncob	50	400	rare	10	0	3.89E-05
Corncob	50	400	rare	2	0	6.11E-05
Corncob	50	400	rare	5	0	3.89E-05
Corncob	500	400	rare	1	0.00025	0.000122222
Corncob	500	400	rare	10	0.276375	0.028694444
Corncob	500	400	rare	2	0.003625	0.000427778
Corncob	500	400	rare	5	0.159	0.017561111
Corncob	100	500	rare	1	0	6.67E-05
Corncob	100	500	rare	10	0	7.22E-05
Corncob	100	500	rare	2	0	0.000316667
Corncob	100	500	rare	5	0	3.89E-05
Corncob	20	500	rare	1	0	0.000122222
Corncob	20	500	rare	10	0	6.11E-05
Corncob	20	500	rare	2	0	5.56E-05
Corncob	20	500	rare	5	0	0.000172222
Corncob	200	500	rare	1	0	2.78E-05
Corncob	200	500	rare	10	0.0224	0.002955556
Corncob	200	500	rare	2	1.00E-04	7.22E-05
Corncob	200	500	rare	5	0.0031	0.000777778
Corncob	300	500	rare	1	0	6.11E-05
Corncob	300	500	rare	10	0.1735	0.022088889
Corncob	300	500	rare	2	4.00E-04	7.78E-05
Corncob	300	500	rare	5	0.0495	0.006905556
Corncob	50	500	rare	1	0	1.11E-05
Corncob	50	500	rare	10	0	1.67E-05
Corncob	50	500	rare	2	0	0
Corncob	50	500	rare	5	0	3.89E-05
Corncob	500	500	rare	1	0	0.000177778
Corncob	500	500	rare	10	0.2775	0.036855556
Corncob	500	500	rare	2	0.0042	0.000844444
Corncob	500	500	rare	5	0.1884	0.023827778
Corncob	100	800	rare	1	0	2.22E-05
Corncob	100	800	rare	10	0	5.56E-06
Corncob	100	800	rare	2	0	5.56E-06
Corncob	100	800	rare	5	0	0
Corncob	20	800	rare	1	0	0.000133333
Corncob	20	800	rare	10	0	0.000116667
Corncob	20	800	rare	2	0	7.78E-05
Corncob	20	800	rare	5	0	4.44E-05
Corncob	200	800	rare	1	0	2.22E-05
Corncob	200	800	rare	10	0	1.67E-05
Corncob	200	800	rare	2	0	2.22E-05
Corncob	200	800	rare	5	0	1.67E-05
Corncob	300	800	rare	1	0	1.11E-05
Corncob	300	800	rare	10	0.0003125	0.000155556
Corncob	300	800	rare	2	0	0
Corncob	300	800	rare	5	0	6.11E-05
Corncob	50	800	rare	1	0	1.11E-05
Corncob	50	800	rare	10	0	5.56E-06
Corncob	50	800	rare	2	0	5.56E-06
Corncob	50	800	rare	5	0	6.11E-05
Corncob	500	800	rare	1	0	2.78E-05
Corncob	500	800	rare	10	0.0500625	0.0163
Corncob	500	800	rare	2	6.25E-05	0.000144444
Corncob	500	800	rare	5	0.009625	0.003494444
DACOMP	100	100	rare	1	0	1.11E-05
DACOMP	100	100	rare	10	0.216	0.005683333
DACOMP	100	100	rare	2	0.0025	0.000116667
DACOMP	100	100	rare	5	0.124	0.003333333
DACOMP	20	100	rare	1	0	1.11E-05
DACOMP	20	100	rare	10	0.0035	0.000116667
DACOMP	20	100	rare	2	0	0
DACOMP	20	100	rare	5	0	6.67E-05
DACOMP	200	100	rare	1	5.00E-04	4.44E-05
DACOMP	200	100	rare	10	0.272	0.006861111
DACOMP	200	100	rare	2	0.0475	0.000872222
DACOMP	200	100	rare	5	0.205	0.005733333
DACOMP	300	100	rare	1	0	1.11E-05
DACOMP	300	100	rare	10	0.301	0.007455556
DACOMP	300	100	rare	2	0.0875	0.002305556
DACOMP	300	100	rare	5	0.2535	0.006222222
DACOMP	50	100	rare	1	0	2.22E-05
DACOMP	50	100	rare	10	0.095	0.002766667
DACOMP	50	100	rare	2	0.001	3.33E-05
DACOMP	50	100	rare	5	0.0285	0.000877778
DACOMP	500	100	rare	1	0	0
DACOMP	500	100	rare	10	0.2925	0.007911111
DACOMP	500	100	rare	2	0.135	0.003655556
DACOMP	500	100	rare	5	0.2755	0.007055556
DACOMP	100	1000	rare	1	0	0
DACOMP	100	1000	rare	10	0	0.00035
DACOMP	100	1000	rare	2	0	0
DACOMP	100	1000	rare	5	0	7.22E-05
DACOMP	20	1000	rare	1	0	0
DACOMP	20	1000	rare	10	0	0
DACOMP	20	1000	rare	2	0	0
DACOMP	20	1000	rare	5	0	0
DACOMP	200	1000	rare	1	0	6.67E-05
DACOMP	200	1000	rare	10	4.00E-04	0.002788889
DACOMP	200	1000	rare	2	0	0
DACOMP	200	1000	rare	5	0	5.00E-05
DACOMP	300	1000	rare	1	0	3.33E-05
DACOMP	300	1000	rare	10	0.00025	0.004288889
DACOMP	300	1000	rare	2	0	0
DACOMP	300	1000	rare	5	0	0.000405556
DACOMP	50	1000	rare	1	0	0
DACOMP	50	1000	rare	10	0	4.44E-05
DACOMP	50	1000	rare	2	0	0
DACOMP	50	1000	rare	5	0	7.78E-05
DACOMP	500	1000	rare	1	0	3.89E-05
DACOMP	500	1000	rare	10	5.00E-05	0.009394444
DACOMP	500	1000	rare	2	0	0
DACOMP	500	1000	rare	5	0	5.00E-04
DACOMP	100	200	rare	1	0	0
DACOMP	100	200	rare	10	0.06025	0.003527778
DACOMP	100	200	rare	2	5.00E-04	6.11E-05
DACOMP	100	200	rare	5	0.006	0.000383333
DACOMP	20	200	rare	1	0	0
DACOMP	20	200	rare	10	0	0
DACOMP	20	200	rare	2	0	0
DACOMP	20	200	rare	5	0	3.33E-05
DACOMP	200	200	rare	1	0	1.67E-05
DACOMP	200	200	rare	10	0.183	0.011627778
DACOMP	200	200	rare	2	0.00025	4.44E-05
DACOMP	200	200	rare	5	0.08675	0.004894444
DACOMP	300	200	rare	1	0	0
DACOMP	300	200	rare	10	0.20225	0.01345
DACOMP	300	200	rare	2	0.001	1.00E-04
DACOMP	300	200	rare	5	0.1265	0.008388889
DACOMP	50	200	rare	1	0	0
DACOMP	50	200	rare	10	0	5.00E-05
DACOMP	50	200	rare	2	0	3.89E-05
DACOMP	50	200	rare	5	0	2.22E-05
DACOMP	500	200	rare	1	0	0
DACOMP	500	200	rare	10	0	0.019677778
DACOMP	500	200	rare	2	0	0.000594444
DACOMP	500	200	rare	5	0	0.014738889
DACOMP	100	2000	rare	1	0	0
DACOMP	100	2000	rare	10	0	0.000233333
DACOMP	100	2000	rare	2	0	0
DACOMP	100	2000	rare	5	0	9.44E-05
DACOMP	20	2000	rare	1	0	0
DACOMP	20	2000	rare	10	0	0
DACOMP	20	2000	rare	2	0	0
DACOMP	20	2000	rare	5	0	0
DACOMP	200	2000	rare	1	0	0.000133333
DACOMP	200	2000	rare	10	0	0.001766667
DACOMP	200	2000	rare	2	0	0
DACOMP	200	2000	rare	5	0	8.33E-05
DACOMP	300	2000	rare	1	0	5.56E-05
DACOMP	300	2000	rare	10	0.000225	0.004883333
DACOMP	300	2000	rare	2	0	0
DACOMP	300	2000	rare	5	0	5.56E-05
DACOMP	50	2000	rare	1	0	0
DACOMP	50	2000	rare	10	0	0
DACOMP	50	2000	rare	2	0	0
DACOMP	50	2000	rare	5	0	0
DACOMP	500	2000	rare	1	0	0
DACOMP	500	2000	rare	10	4.00E-04	0.014972222
DACOMP	500	2000	rare	2	0	0
DACOMP	500	2000	rare	5	0	0.000188889
DACOMP	100	300	rare	1	0	0
DACOMP	100	300	rare	10	0.002666667	0.000422222
DACOMP	100	300	rare	2	0	3.89E-05
DACOMP	100	300	rare	5	0.000166667	3.89E-05
DACOMP	20	300	rare	1	0	0
DACOMP	20	300	rare	10	0	0
DACOMP	20	300	rare	2	0	0
DACOMP	20	300	rare	5	0	0
DACOMP	200	300	rare	1	0	0
DACOMP	200	300	rare	10	0.059833333	0.006194444
DACOMP	200	300	rare	2	0	4.44E-05
DACOMP	200	300	rare	5	0.005833333	0.000572222
DACOMP	300	300	rare	1	0	0
DACOMP	300	300	rare	10	0.072333333	0.007088889
DACOMP	300	300	rare	2	0	0
DACOMP	300	300	rare	5	0.0035	0.000677778
DACOMP	50	300	rare	1	0	0
DACOMP	50	300	rare	10	0	0
DACOMP	50	300	rare	2	0	0
DACOMP	50	300	rare	5	0	4.44E-05
DACOMP	500	300	rare	1	0	0.000122222
DACOMP	500	300	rare	10	0.059333333	0.008861111
DACOMP	500	300	rare	2	0	5.56E-05
DACOMP	500	300	rare	5	0.002666667	0.001011111
DACOMP	100	400	rare	1	0	0
DACOMP	100	400	rare	10	0.002375	0.000922222
DACOMP	100	400	rare	2	0	0
DACOMP	100	400	rare	5	0.000125	8.89E-05
DACOMP	20	400	rare	1	0	0
DACOMP	20	400	rare	10	0	0
DACOMP	20	400	rare	2	0	0
DACOMP	20	400	rare	5	0	0
DACOMP	200	400	rare	1	0	5.00E-05
DACOMP	200	400	rare	10	0.028125	0.004722222
DACOMP	200	400	rare	2	0	0
DACOMP	200	400	rare	5	0	0.000555556
DACOMP	300	400	rare	1	0	2.78E-05
DACOMP	300	400	rare	10	0.022	0.005761111
DACOMP	300	400	rare	2	0	4.44E-05
DACOMP	300	400	rare	5	0.000125	0.000283333
DACOMP	50	400	rare	1	0	6.11E-05
DACOMP	50	400	rare	10	0	7.78E-05
DACOMP	50	400	rare	2	0	2.78E-05
DACOMP	50	400	rare	5	0	0
DACOMP	500	400	rare	1	0	8.33E-05
DACOMP	500	400	rare	10	0.013875	0.011094444
DACOMP	500	400	rare	2	0	2.22E-05
DACOMP	500	400	rare	5	0	0.000483333
DACOMP	100	500	rare	1	0	0
DACOMP	100	500	rare	10	0.001	0.000505556
DACOMP	100	500	rare	2	0	0.000255556
DACOMP	100	500	rare	5	0	0
DACOMP	20	500	rare	1	0	0
DACOMP	20	500	rare	10	0	0
DACOMP	20	500	rare	2	0	0
DACOMP	20	500	rare	5	0	6.11E-05
DACOMP	200	500	rare	1	0	0
DACOMP	200	500	rare	10	0.0265	0.006805556
DACOMP	200	500	rare	2	0	0
DACOMP	200	500	rare	5	5.00E-04	0.00055
DACOMP	300	500	rare	1	0	0
DACOMP	300	500	rare	10	0.0217	0.009866667
DACOMP	300	500	rare	2	0	0
DACOMP	300	500	rare	5	2.00E-04	0.000322222
DACOMP	50	500	rare	1	0	0
DACOMP	50	500	rare	10	0	3.33E-05
DACOMP	50	500	rare	2	0	0
DACOMP	50	500	rare	5	0	0
DACOMP	500	500	rare	1	0	0.000122222
DACOMP	500	500	rare	10	0.0182	0.0161
DACOMP	500	500	rare	2	0	0
DACOMP	500	500	rare	5	0	0.001638889
DACOMP	100	800	rare	1	0	0
DACOMP	100	800	rare	10	0	0.000455556
DACOMP	100	800	rare	2	0	0
DACOMP	100	800	rare	5	0	0.000116667
DACOMP	20	800	rare	1	0	0
DACOMP	20	800	rare	10	0	2.78E-05
DACOMP	20	800	rare	2	0	0
DACOMP	20	800	rare	5	0	0
DACOMP	200	800	rare	1	0	0
DACOMP	200	800	rare	10	6.25E-05	0.001883333
DACOMP	200	800	rare	2	0	0
DACOMP	200	800	rare	5	0	2.78E-05
DACOMP	300	800	rare	1	0	4.44E-05
DACOMP	300	800	rare	10	0.0001875	0.003511111
DACOMP	300	800	rare	2	0	0
DACOMP	300	800	rare	5	6.25E-05	0.00055
DACOMP	50	800	rare	1	0	0
DACOMP	50	800	rare	10	0	0
DACOMP	50	800	rare	2	0	0
DACOMP	50	800	rare	5	0	0.000105556
DACOMP	500	800	rare	1	0	0
DACOMP	500	800	rare	10	0	0.007566667
DACOMP	500	800	rare	2	0	7.78E-05
DACOMP	500	800	rare	5	0	0.000972222
DESeq2	100	100	rare	1	0.017	0.002455556
DESeq2	100	100	rare	10	0.3025	0.011361111
DESeq2	100	100	rare	2	0.084	0.005027778
DESeq2	100	100	rare	5	0.245	0.00985
DESeq2	20	100	rare	1	0.0115	0.002088889
DESeq2	20	100	rare	10	0.146	0.0065
DESeq2	20	100	rare	2	0.0165	0.00215
DESeq2	20	100	rare	5	0.0975	0.004544444
DESeq2	200	100	rare	1	0.0195	0.002483333
DESeq2	200	100	rare	10	0.3225	0.013561111
DESeq2	200	100	rare	2	0.1725	0.007272222
DESeq2	200	100	rare	5	0.285	0.011377778
DESeq2	300	100	rare	1	0.0155	0.002627778
DESeq2	300	100	rare	10	0.347	0.015383333
DESeq2	300	100	rare	2	0.211	0.008538889
DESeq2	300	100	rare	5	0.316	0.012305556
DESeq2	50	100	rare	1	0.017	0.002766667
DESeq2	50	100	rare	10	0.246	0.009605556
DESeq2	50	100	rare	2	0.0455	0.003188889
DESeq2	50	100	rare	5	0.179	0.007683333
DESeq2	500	100	rare	1	0.0185	0.003322222
DESeq2	500	100	rare	10	0.3365	0.018816667
DESeq2	500	100	rare	2	0.244	0.010666667
DESeq2	500	100	rare	5	0.3345	0.014944444
DESeq2	100	1000	rare	1	0	0.011794444
DESeq2	100	1000	rare	10	0	0.012094444
DESeq2	100	1000	rare	2	0	0.012494444
DESeq2	100	1000	rare	5	0	0.013088889
DESeq2	20	1000	rare	1	0	0.2224
DESeq2	20	1000	rare	10	0	0.225216667
DESeq2	20	1000	rare	2	0	0.224844444
DESeq2	20	1000	rare	5	0	0.224233333
DESeq2	200	1000	rare	1	0	0.001361111
DESeq2	200	1000	rare	10	5.00E-05	0.001433333
DESeq2	200	1000	rare	2	0	0.001427778
DESeq2	200	1000	rare	5	0	0.001544444
DESeq2	300	1000	rare	1	0	0.001311111
DESeq2	300	1000	rare	10	9.00E-04	0.001766667
DESeq2	300	1000	rare	2	0	0.001105556
DESeq2	300	1000	rare	5	0	0.001005556
DESeq2	50	1000	rare	1	0	0.018838889
DESeq2	50	1000	rare	10	0	0.022866667
DESeq2	50	1000	rare	2	0	0.019527778
DESeq2	50	1000	rare	5	0	0.020766667
DESeq2	500	1000	rare	1	0	0.001544444
DESeq2	500	1000	rare	10	0.0086	0.006527778
DESeq2	500	1000	rare	2	0	0.001377778
DESeq2	500	1000	rare	5	2.00E-04	0.001716667
DESeq2	100	200	rare	1	0.00075	0.001294444
DESeq2	100	200	rare	10	0.141	0.011627778
DESeq2	100	200	rare	2	0.007	0.001888889
DESeq2	100	200	rare	5	0.09275	0.008233333
DESeq2	20	200	rare	1	0	0.003444444
DESeq2	20	200	rare	10	0.0175	0.004777778
DESeq2	20	200	rare	2	5.00E-04	0.003777778
DESeq2	20	200	rare	5	0.00275	0.003894444
DESeq2	200	200	rare	1	0.00275	0.001922222
DESeq2	200	200	rare	10	0.216	0.017855556
DESeq2	200	200	rare	2	0.0305	0.004083333
DESeq2	200	200	rare	5	0.17275	0.013966667
DESeq2	300	200	rare	1	0.004	0.002177778
DESeq2	300	200	rare	10	0.251	0.021538889
DESeq2	300	200	rare	2	0.064	0.006394444
DESeq2	300	200	rare	5	0.20625	0.018238889
DESeq2	50	200	rare	1	0.00075	0.001094444
DESeq2	50	200	rare	10	0.07475	0.007238889
DESeq2	50	200	rare	2	0.00075	0.001138889
DESeq2	50	200	rare	5	0.0285	0.003166667
DESeq2	500	200	rare	1	0	0.0031
DESeq2	500	200	rare	10	0	0.030755556
DESeq2	500	200	rare	2	0	0.016638889
DESeq2	500	200	rare	5	0	0.028238889
DESeq2	100	2000	rare	1	0	0.112883333
DESeq2	100	2000	rare	10	0	0.118755556
DESeq2	100	2000	rare	2	0	0.114938889
DESeq2	100	2000	rare	5	0	0.116122222
DESeq2	20	2000	rare	1	0	0.74065
DESeq2	20	2000	rare	10	0	0.7437
DESeq2	20	2000	rare	2	0	0.741294444
DESeq2	20	2000	rare	5	0	0.744627778
DESeq2	200	2000	rare	1	0	0.019066667
DESeq2	200	2000	rare	10	0	0.021577778
DESeq2	200	2000	rare	2	0	0.017838889
DESeq2	200	2000	rare	5	0	0.019361111
DESeq2	300	2000	rare	1	0	0.005311111
DESeq2	300	2000	rare	10	0	0.005777778
DESeq2	300	2000	rare	2	0	0.004877778
DESeq2	300	2000	rare	5	0	0.004372222
DESeq2	50	2000	rare	1	0	0.144305556
DESeq2	50	2000	rare	10	0	0.160633333
DESeq2	50	2000	rare	2	0	0.14895
DESeq2	50	2000	rare	5	0	0.156661111
DESeq2	500	2000	rare	1	0	0.001877778
DESeq2	500	2000	rare	10	0	0.002038889
DESeq2	500	2000	rare	2	0	0.001833333
DESeq2	500	2000	rare	5	0	0.001733333
DESeq2	100	300	rare	1	0.000166667	0.000966667
DESeq2	100	300	rare	10	0.0495	0.005794444
DESeq2	100	300	rare	2	0.000166667	0.001094444
DESeq2	100	300	rare	5	0.013333333	0.002905556
DESeq2	20	300	rare	1	0	0.010405556
DESeq2	20	300	rare	10	0.003333333	0.011511111
DESeq2	20	300	rare	2	0	0.010905556
DESeq2	20	300	rare	5	0.000166667	0.011022222
DESeq2	200	300	rare	1	0.000166667	0.001316667
DESeq2	200	300	rare	10	0.136166667	0.014933333
DESeq2	200	300	rare	2	0.0025	0.001544444
DESeq2	200	300	rare	5	0.082833333	0.009527778
DESeq2	300	300	rare	1	0.000166667	0.00155
DESeq2	300	300	rare	10	0.237833333	0.023294444
DESeq2	300	300	rare	2	0.0115	0.003472222
DESeq2	300	300	rare	5	0.175333333	0.018555556
DESeq2	50	300	rare	1	0	0.000761111
DESeq2	50	300	rare	10	0.007666667	0.001633333
DESeq2	50	300	rare	2	0	0.000644444
DESeq2	50	300	rare	5	0.000166667	0.000788889
DESeq2	500	300	rare	1	0.000666667	0.002038889
DESeq2	500	300	rare	10	0.294166667	0.029461111
DESeq2	500	300	rare	2	0.062	0.008638889
DESeq2	500	300	rare	5	0.263833333	0.026944444
DESeq2	100	400	rare	1	0	0.001083333
DESeq2	100	400	rare	10	0.035125	0.006116667
DESeq2	100	400	rare	2	0	0.001072222
DESeq2	100	400	rare	5	0.008	0.002711111
DESeq2	20	400	rare	1	0	0.016738889
DESeq2	20	400	rare	10	0.00075	0.016833333
DESeq2	20	400	rare	2	0	0.016466667
DESeq2	20	400	rare	5	0	0.017205556
DESeq2	200	400	rare	1	0	0.001166667
DESeq2	200	400	rare	10	0.129375	0.016788889
DESeq2	200	400	rare	2	0.001125	0.001927778
DESeq2	200	400	rare	5	0.065625	0.01055
DESeq2	300	400	rare	1	0.000125	0.001488889
DESeq2	300	400	rare	10	0.218875	0.02725
DESeq2	300	400	rare	2	0.00525	0.002811111
DESeq2	300	400	rare	5	0.156	0.021222222
DESeq2	50	400	rare	1	0	0.000916667
DESeq2	50	400	rare	10	0.002625	0.001594444
DESeq2	50	400	rare	2	0	0.000788889
DESeq2	50	400	rare	5	0	0.000738889
DESeq2	500	400	rare	1	0.000375	0.002394444
DESeq2	500	400	rare	10	0.29125	0.036761111
DESeq2	500	400	rare	2	0.043375	0.00865
DESeq2	500	400	rare	5	0.257625	0.033366667
DESeq2	100	500	rare	1	0	0.001311111
DESeq2	100	500	rare	10	0.0221	0.005611111
DESeq2	100	500	rare	2	1.00E-04	0.001416667
DESeq2	100	500	rare	5	0.0042	0.00195
DESeq2	20	500	rare	1	0	0.024194444
DESeq2	20	500	rare	10	4.00E-04	0.025338889
DESeq2	20	500	rare	2	0	0.025366667
DESeq2	20	500	rare	5	0	0.024555556
DESeq2	200	500	rare	1	0	0.001505556
DESeq2	200	500	rare	10	0.1011	0.01635
DESeq2	200	500	rare	2	3.00E-04	0.001988889
DESeq2	200	500	rare	5	0.0389	0.008988889
DESeq2	300	500	rare	1	0	0.002205556
DESeq2	300	500	rare	10	0.1964	0.030794444
DESeq2	300	500	rare	2	0.0032	0.002683333
DESeq2	300	500	rare	5	0.1223	0.020355556
DESeq2	50	500	rare	1	0	0.000866667
DESeq2	50	500	rare	10	4.00E-04	0.000911111
DESeq2	50	500	rare	2	0	0.001122222
DESeq2	50	500	rare	5	0	0.00095
DESeq2	500	500	rare	1	2.00E-04	0.002827778
DESeq2	500	500	rare	10	0.2804	0.0451
DESeq2	500	500	rare	2	0.0187	0.006866667
DESeq2	500	500	rare	5	0.2399	0.038344444
DESeq2	100	800	rare	1	0	0.008194444
DESeq2	100	800	rare	10	6.25E-05	0.008311111
DESeq2	100	800	rare	2	0	0.008194444
DESeq2	100	800	rare	5	0	0.007761111
DESeq2	20	800	rare	1	0	0.166172222
DESeq2	20	800	rare	10	0	0.166105556
DESeq2	20	800	rare	2	0	0.164277778
DESeq2	20	800	rare	5	0	0.168055556
DESeq2	200	800	rare	1	0	0.001227778
DESeq2	200	800	rare	10	0.0003125	0.001411111
DESeq2	200	800	rare	2	0	0.000905556
DESeq2	200	800	rare	5	0	0.0011
DESeq2	300	800	rare	1	0	0.001022222
DESeq2	300	800	rare	10	0.0010625	0.001761111
DESeq2	300	800	rare	2	0	0.001133333
DESeq2	300	800	rare	5	0	0.001194444
DESeq2	50	800	rare	1	0	0.010994444
DESeq2	50	800	rare	10	0	0.014088889
DESeq2	50	800	rare	2	0	0.011211111
DESeq2	50	800	rare	5	0	0.013033333
DESeq2	500	800	rare	1	0	0.001577778
DESeq2	500	800	rare	10	0.018375	0.008516667
DESeq2	500	800	rare	2	0	0.001494444
DESeq2	500	800	rare	5	0.0014375	0.002255556
fastANCOM	100	100	rare	1	0	0
fastANCOM	100	100	rare	10	0.179	0.004411111
fastANCOM	100	100	rare	2	0.0015	8.33E-05
fastANCOM	100	100	rare	5	0.086	0.002177778
fastANCOM	20	100	rare	1	0	0
fastANCOM	20	100	rare	10	0.008	0.000155556
fastANCOM	20	100	rare	2	0	5.56E-06
fastANCOM	20	100	rare	5	0.001	6.11E-05
fastANCOM	200	100	rare	1	0	0
fastANCOM	200	100	rare	10	0.251	0.006072222
fastANCOM	200	100	rare	2	0.0245	0.000438889
fastANCOM	200	100	rare	5	0.163	0.004433333
fastANCOM	300	100	rare	1	0	0
fastANCOM	300	100	rare	10	0.2975	0.006761111
fastANCOM	300	100	rare	2	0.0415	0.001022222
fastANCOM	300	100	rare	5	0.224	0.005483333
fastANCOM	50	100	rare	1	0	0
fastANCOM	50	100	rare	10	0.0715	0.001905556
fastANCOM	50	100	rare	2	0	1.67E-05
fastANCOM	50	100	rare	5	0.021	0.000472222
fastANCOM	500	100	rare	1	0	1.67E-05
fastANCOM	500	100	rare	10	0.2895	0.007394444
fastANCOM	500	100	rare	2	0.0885	0.002266667
fastANCOM	500	100	rare	5	0.2615	0.0064
fastANCOM	100	1000	rare	1	0	5.56E-06
fastANCOM	100	1000	rare	10	0	5.56E-06
fastANCOM	100	1000	rare	2	0	0
fastANCOM	100	1000	rare	5	0	1.11E-05
fastANCOM	20	1000	rare	1	0	5.56E-06
fastANCOM	20	1000	rare	10	0	5.56E-06
fastANCOM	20	1000	rare	2	0.00235	0.001594444
fastANCOM	20	1000	rare	5	0	0
fastANCOM	200	1000	rare	1	0	2.22E-05
fastANCOM	200	1000	rare	10	3.00E-04	0.00015
fastANCOM	200	1000	rare	2	0	1.67E-05
fastANCOM	200	1000	rare	5	0	0
fastANCOM	300	1000	rare	1	0	1.67E-05
fastANCOM	300	1000	rare	10	0.0011	0.000544444
fastANCOM	300	1000	rare	2	0	0
fastANCOM	300	1000	rare	5	0.00015	0.000127778
fastANCOM	50	1000	rare	1	0	0
fastANCOM	50	1000	rare	10	0	0
fastANCOM	50	1000	rare	2	0	1.11E-05
fastANCOM	50	1000	rare	5	0	0
fastANCOM	500	1000	rare	1	0	2.78E-05
fastANCOM	500	1000	rare	10	0.00735	0.003716667
fastANCOM	500	1000	rare	2	5.00E-05	6.67E-05
fastANCOM	500	1000	rare	5	0.00175	0.000866667
fastANCOM	100	200	rare	1	0	2.78E-05
fastANCOM	100	200	rare	10	0.017	0.001016667
fastANCOM	100	200	rare	2	0	5.56E-06
fastANCOM	100	200	rare	5	0.00175	0.000194444
fastANCOM	20	200	rare	1	0	0
fastANCOM	20	200	rare	10	0	5.56E-06
fastANCOM	20	200	rare	2	0	1.11E-05
fastANCOM	20	200	rare	5	0	1.67E-05
fastANCOM	200	200	rare	1	0	0
fastANCOM	200	200	rare	10	0.0855	0.005344444
fastANCOM	200	200	rare	2	5.00E-04	3.89E-05
fastANCOM	200	200	rare	5	0.02625	0.001527778
fastANCOM	300	200	rare	1	0	1.67E-05
fastANCOM	300	200	rare	10	0.14625	0.0088
fastANCOM	300	200	rare	2	0.001	0.000105556
fastANCOM	300	200	rare	5	0.06	0.004111111
fastANCOM	50	200	rare	1	0	2.22E-05
fastANCOM	50	200	rare	10	5.00E-04	6.11E-05
fastANCOM	50	200	rare	2	0	5.56E-06
fastANCOM	50	200	rare	5	0.00075	2.78E-05
fastANCOM	500	200	rare	1	0	0
fastANCOM	500	200	rare	10	0	0.019966667
fastANCOM	500	200	rare	2	0	0.000722222
fastANCOM	500	200	rare	5	0	0.0137
fastANCOM	100	2000	rare	1	0	5.56E-06
fastANCOM	100	2000	rare	10	0	0
fastANCOM	100	2000	rare	2	0	3.89E-05
fastANCOM	100	2000	rare	5	0	7.78E-05
fastANCOM	20	2000	rare	1	0.0032	0.004211111
fastANCOM	20	2000	rare	10	0	0
fastANCOM	20	2000	rare	2	0.003475	0.004744444
fastANCOM	20	2000	rare	5	0.0059	0.007072222
fastANCOM	200	2000	rare	1	0	3.89E-05
fastANCOM	200	2000	rare	10	0	2.22E-05
fastANCOM	200	2000	rare	2	0	5.56E-06
fastANCOM	200	2000	rare	5	0	1.67E-05
fastANCOM	300	2000	rare	1	0	5.56E-06
fastANCOM	300	2000	rare	10	0.00015	0.000177778
fastANCOM	300	2000	rare	2	0	5.56E-06
fastANCOM	300	2000	rare	5	0.000175	0.000238889
fastANCOM	50	2000	rare	1	0	0
fastANCOM	50	2000	rare	10	0	0
fastANCOM	50	2000	rare	2	0	0
fastANCOM	50	2000	rare	5	0	0
fastANCOM	500	2000	rare	1	0	5.56E-06
fastANCOM	500	2000	rare	10	0.00165	0.002516667
fastANCOM	500	2000	rare	2	0	0
fastANCOM	500	2000	rare	5	0.000425	0.000644444
fastANCOM	100	300	rare	1	0	0
fastANCOM	100	300	rare	10	5.00E-04	0.000122222
fastANCOM	100	300	rare	2	0	5.56E-06
fastANCOM	100	300	rare	5	0.000333333	3.33E-05
fastANCOM	20	300	rare	1	0	0
fastANCOM	20	300	rare	10	0	1.11E-05
fastANCOM	20	300	rare	2	0	0
fastANCOM	20	300	rare	5	0	1.11E-05
fastANCOM	200	300	rare	1	0	0
fastANCOM	200	300	rare	10	0.0135	0.00145
fastANCOM	200	300	rare	2	0.000166667	2.22E-05
fastANCOM	200	300	rare	5	0.003833333	0.000433333
fastANCOM	300	300	rare	1	0	5.56E-06
fastANCOM	300	300	rare	10	0.060333333	0.005105556
fastANCOM	300	300	rare	2	0.000833333	7.22E-05
fastANCOM	300	300	rare	5	0.011166667	0.001161111
fastANCOM	50	300	rare	1	0	5.56E-06
fastANCOM	50	300	rare	10	0	2.22E-05
fastANCOM	50	300	rare	2	0	5.56E-06
fastANCOM	50	300	rare	5	0	0
fastANCOM	500	300	rare	1	0	3.33E-05
fastANCOM	500	300	rare	10	0.1695	0.014494444
fastANCOM	500	300	rare	2	0.000833333	0.00015
fastANCOM	500	300	rare	5	0.06	0.005372222
fastANCOM	100	400	rare	1	0	0
fastANCOM	100	400	rare	10	0.000375	0.000144444
fastANCOM	100	400	rare	2	0	1.11E-05
fastANCOM	100	400	rare	5	0.000125	5.00E-05
fastANCOM	20	400	rare	1	0	1.11E-05
fastANCOM	20	400	rare	10	0	0
fastANCOM	20	400	rare	2	0	0
fastANCOM	20	400	rare	5	0	5.56E-06
fastANCOM	200	400	rare	1	0	5.56E-06
fastANCOM	200	400	rare	10	0.016625	0.002094444
fastANCOM	200	400	rare	2	0	3.33E-05
fastANCOM	200	400	rare	5	0.001875	0.000461111
fastANCOM	300	400	rare	1	0	1.11E-05
fastANCOM	300	400	rare	10	0.0565	0.006338889
fastANCOM	300	400	rare	2	0.000125	3.89E-05
fastANCOM	300	400	rare	5	0.012375	0.001555556
fastANCOM	50	400	rare	1	0	0
