name	sample	otu	sampleotu	type	effect	mean_Accuracy	sd_Accuracy	mean_Precision	sd_Precision	mean_TPR	sd_TPR	mean_F1_score	sd_F1_score	mean_FPR	sd_FPR	mean_Specificity	sd_Specificity	mean_FDR	sd_FDR
ALR	200	200	200_200	abundant	2	0.98746	0.002460475	0.178461606	0.177591319	0.078	0.079238803	0.101176206	0.095793593	0.003353535	0.002680678	0.996646465	0.002680678	0.721538394	0.293930124
ALR	500	200	500_200	abundant	2	0.98692	0.002619584	0.195710106	0.197703351	0.082	0.06835735	0.105847724	0.083816183	0.003939394	0.00278299	0.996060606	0.00278299	0.784289894	0.225781124
ALR	50	200	50_200	abundant	5	0.98707	0.002361326	0.304915122	0.123970195	0.1965	0.086531071	0.229754424	0.08704305	0.004944444	0.002473498	0.995055556	0.002473498	0.695084878	0.123970195
ALR	200	200	200_200	abundant	5	0.9891	0.001772403	0.433277098	0.251791147	0.1515	0.095730841	0.207257687	0.110021204	0.002439394	0.001986837	0.997560606	0.001986837	0.546722902	0.256301807
ALR	500	200	500_200	abundant	5	0.988955	0.002097491	0.428155792	0.250335049	0.1675	0.097797719	0.223260223	0.115612372	0.002747475	0.002294104	0.997252525	0.002294104	0.561844208	0.253017835
ALR	50	200	50_200	abundant	10	0.9892	0.002447427	0.469638393	0.163125027	0.2875	0.123577768	0.342603932	0.115344526	0.003712121	0.002389877	0.996287879	0.002389877	0.530361607	0.163125027
ALR	200	200	200_200	abundant	10	0.990655	0.001841847	0.640071186	0.207754333	0.268	0.116670996	0.354659509	0.122139498	0.002045455	0.00196115	0.997954545	0.00196115	0.359928814	0.207754333
ALR	500	200	500_200	abundant	10	0.99107	0.00143903	0.687527295	0.256345161	0.2285	0.106660748	0.328208931	0.130718578	0.001227273	0.001337693	0.998772727	0.001337693	0.292472705	0.24027472
ALR	50	1000	50_1000	abundant	1	0.87442	0.02998499	0.06618075	0.026258166	0.1076	0.046015369	0.07936005	0.029276467	0.085221053	0.032505689	0.914778947	0.032505689	0.93381925	0.026258166
ALR	200	1000	200_1000	abundant	1	0.905875	0.025438416	0.071885809	0.043235008	0.0751	0.054670639	0.06993614	0.043817521	0.0504	0.028355717	0.9496	0.028355717	0.928114191	0.043235008
ALR	500	1000	500_1000	abundant	1	0.921725	0.016843363	0.082923843	0.057398288	0.056	0.042163702	0.06393288	0.044706234	0.032710526	0.018683312	0.967289474	0.018683312	0.917076157	0.057398288
ALR	50	1000	50_1000	abundant	2	0.893725	0.034289497	0.139809437	0.055036116	0.1842	0.063008417	0.151016038	0.04176138	0.068931579	0.037739689	0.931068421	0.037739689	0.860190563	0.055036116
ALR	200	1000	200_1000	abundant	2	0.92694	0.012430266	0.184763613	0.062626366	0.1268	0.058842024	0.143487194	0.05027255	0.030947368	0.014947982	0.969052632	0.014947982	0.815236387	0.062626366
ALR	500	1000	500_1000	abundant	2	0.93476	0.010742505	0.220947292	0.088383693	0.1094	0.053292029	0.139318253	0.056367556	0.0218	0.012749577	0.9782	0.012749577	0.779052708	0.088383693
ALR	50	1000	50_1000	abundant	5	0.928375	0.024433312	0.346485661	0.105926856	0.339	0.08112218	0.327326372	0.062014579	0.040605263	0.027876061	0.959394737	0.027876061	0.653514339	0.105926856
ALR	200	1000	200_1000	abundant	5	0.94646	0.007535666	0.471501392	0.111433243	0.2616	0.080349238	0.323351507	0.066468407	0.017494737	0.010030625	0.982505263	0.010030625	0.528498608	0.111433243
ALR	500	1000	500_1000	abundant	5	0.94969	0.007541729	0.527757317	0.123051265	0.2565	0.078732061	0.332834282	0.073770385	0.013826316	0.009498419	0.986173684	0.009498419	0.472242683	0.123051265
ALR	50	1000	50_1000	abundant	10	0.949185	0.019799711	0.537539101	0.12360484	0.5011	0.079998674	0.505599203	0.074251244	0.027231579	0.022253826	0.972768421	0.022253826	0.462460899	0.12360484
ALR	200	1000	200_1000	abundant	10	0.96287	0.009269974	0.728172032	0.121966236	0.4648	0.084249269	0.555686003	0.069689424	0.010915789	0.010664069	0.989084211	0.010664069	0.271827968	0.121966236
ALR	500	1000	500_1000	abundant	10	0.963745	0.005374131	0.745583367	0.10320379	0.4463	0.086720904	0.548604901	0.067578731	0.009021053	0.00670309	0.990978947	0.00670309	0.254416633	0.10320379
wrench	50	1000	50_1000	abundant	1	0.857225	0.011035612	0.040886705	0.015790058	0.0844	0.037559918	0.054893594	0.02202169	0.1021	0.012555035	0.8979	0.012555035	0.959113295	0.015790058
wrench	200	1000	200_1000	abundant	1	0.924595	0.011847664	0.038425806	0.030334156	0.0234	0.022166496	0.027959091	0.024047223	0.027973684	0.013108867	0.972026316	0.013108867	0.961574194	0.030334156
wrench	500	1000	500_1000	abundant	1	0.930885	0.010693351	0.031227023	0.031919502	0.0144	0.015263345	0.018579917	0.018132613	0.020878947	0.011783523	0.979121053	0.011783523	0.968772977	0.031919502
wrench	50	1000	50_1000	abundant	2	0.87837	0.010932442	0.155918843	0.030344156	0.3297	0.094350036	0.210656989	0.0455867	0.092752632	0.01394004	0.907247368	0.01394004	0.844081157	0.030344156
wrench	200	1000	200_1000	abundant	2	0.940845	0.012454705	0.425249588	0.101296624	0.3852	0.104005439	0.392665628	0.073978752	0.029910526	0.015177592	0.970089474	0.015177592	0.574750412	0.101296624
wrench	500	1000	500_1000	abundant	2	0.94778	0.012473471	0.501943496	0.144700242	0.404	0.085575886	0.439535626	0.09098406	0.0236	0.012321354	0.9764	0.012321354	0.498056504	0.144700242
wrench	50	1000	50_1000	abundant	5	0.91744	0.016553751	0.355903196	0.039198053	0.7653	0.089323552	0.483362253	0.044669703	0.074552632	0.019205573	0.925447368	0.019205573	0.644096804	0.039198053
wrench	200	1000	200_1000	abundant	5	0.95153	0.062838691	0.608741393	0.180971149	0.9824	0.022024779	0.732702699	0.161244455	0.050094737	0.066457297	0.949905263	0.066457297	0.391258607	0.180971149
wrench	500	1000	500_1000	abundant	5	0.950175	0.051285809	0.581898692	0.176220067	0.998	0.00531816	0.717814566	0.157884578	0.052342105	0.054009572	0.947657895	0.054009572	0.418101308	0.176220067
wrench	50	1000	50_1000	abundant	10	0.93391	0.027006956	0.436149382	0.05261479	0.8987	0.043313632	0.584809325	0.05529506	0.064236842	0.028849952	0.935763158	0.028849952	0.563850618	0.05261479
wrench	200	1000	200_1000	abundant	10	0.94123	0.061393433	0.543226979	0.166342083	0.9959	0.00712018	0.686148245	0.158063487	0.061647368	0.064661599	0.938352632	0.064661599	0.456773021	0.166342083
wrench	500	1000	500_1000	abundant	10	0.932685	0.066265827	0.508612855	0.164892704	1	0	0.656998754	0.160979555	0.070857895	0.069753502	0.929142105	0.069753502	0.491387145	0.164892704
TMM	50	1000	50_1000	abundant	1	0.849335	0.015009434	0.043488685	0.014771024	0.0985	0.044389802	0.060005042	0.021979403	0.111147368	0.017230435	0.888852632	0.017230435	0.956511315	0.014771024
TMM	200	1000	200_1000	abundant	1	0.913265	0.018867488	0.043591866	0.030512263	0.0364	0.029966985	0.037496409	0.02729583	0.040584211	0.020749802	0.959415789	0.020749802	0.956408134	0.030512263
TMM	500	1000	500_1000	abundant	1	0.92378	0.01553122	0.028136605	0.027528806	0.0157	0.016772693	0.018653521	0.018155348	0.028426316	0.016836704	0.971573684	0.016836704	0.971863395	0.027528806
TMM	50	1000	50_1000	abundant	2	0.8762	0.011251263	0.145022761	0.023787187	0.3028	0.070697535	0.195253345	0.034586091	0.093621053	0.013493183	0.906378947	0.013493183	0.854977239	0.023787187
TMM	200	1000	200_1000	abundant	2	0.93505	0.012912194	0.31889029	0.123303326	0.1988	0.066731484	0.233825937	0.0662792	0.0262	0.014432488	0.9738	0.014432488	0.68110971	0.123303326
TMM	500	1000	500_1000	abundant	2	0.94576	0.008307378	0.438737664	0.182286368	0.1635	0.062237327	0.230731808	0.080149344	0.013068421	0.008216909	0.986931579	0.008216909	0.561262336	0.182286368
TMM	50	1000	50_1000	abundant	5	0.92034	0.008180378	0.348858234	0.029430655	0.6754	0.077282376	0.458645352	0.036028231	0.066768421	0.009906816	0.933231579	0.009906816	0.651141766	0.029430655
TMM	200	1000	200_1000	abundant	5	0.97702	0.005647883	0.777294601	0.077422282	0.7726	0.086323563	0.770219286	0.056191732	0.012221053	0.005604348	0.987778947	0.005604348	0.222705399	0.077422282
TMM	500	1000	500_1000	abundant	5	0.98846	0.004931183	0.921761189	0.06211297	0.8463	0.07814329	0.879202035	0.052165619	0.004057895	0.003890909	0.995942105	0.003890909	0.078238811	0.06211297
TMM	50	1000	50_1000	abundant	10	0.93997	0.0070635	0.449173175	0.034171989	0.8386	0.057787839	0.583566238	0.031619028	0.054694737	0.008395989	0.945305263	0.008395989	0.550826825	0.034171989
TMM	200	1000	200_1000	abundant	10	0.98951	0.00535836	0.867992758	0.070278677	0.9412	0.042050475	0.901146543	0.045015609	0.007947368	0.005237844	0.992052632	0.005237844	0.132007242	0.070278677
TMM	500	1000	500_1000	abundant	10	0.99725	0.002506053	0.968905125	0.039488734	0.9785	0.024052762	0.973019461	0.023023803	0.001763158	0.002544959	0.998236842	0.002544959	0.031094875	0.039488734
RLE	50	1000	50_1000	abundant	1	0.853995	0.022805224	0.047966956	0.018426148	0.1079	0.064091081	0.065567729	0.028253176	0.106736842	0.026656487	0.893263158	0.026656487	0.952033044	0.018426148
RLE	200	1000	200_1000	abundant	1	0.920485	0.028636564	0.061747118	0.039094915	0.0426	0.045363181	0.04462547	0.029726377	0.033310526	0.032255234	0.966689474	0.032255234	0.938252882	0.039094915
RLE	500	1000	500_1000	abundant	1	0.93637	0.009776187	0.053207378	0.051440875	0.0173	0.020093468	0.024229475	0.023853231	0.015257895	0.01092455	0.984742105	0.01092455	0.946792622	0.051440875
RLE	50	1000	50_1000	abundant	2	0.8764	0.018522577	0.133834421	0.026881238	0.2721	0.089682887	0.177609661	0.039740065	0.091794737	0.022717539	0.908205263	0.022717539	0.866165579	0.026881238
RLE	200	1000	200_1000	abundant	2	0.941805	0.009371646	0.366461586	0.123425022	0.1743	0.086646326	0.22275641	0.084829885	0.0178	0.011586769	0.9822	0.011586769	0.633538414	0.123425022
RLE	500	1000	500_1000	abundant	2	0.9514	0.005607084	0.579756954	0.186965889	0.1836	0.082932612	0.266538448	0.100544115	0.008189474	0.006161649	0.991810526	0.006161649	0.420243046	0.186965889
RLE	50	1000	50_1000	abundant	5	0.91504	0.015737217	0.321164583	0.04282151	0.6072	0.105218196	0.417152836	0.053346535	0.068757895	0.018491703	0.931242105	0.018491703	0.678835417	0.04282151
RLE	200	1000	200_1000	abundant	5	0.96919	0.027463454	0.762757636	0.122688771	0.6625	0.143888109	0.692160511	0.104818116	0.014668421	0.030049127	0.985331579	0.030049127	0.237242364	0.122688771
RLE	500	1000	500_1000	abundant	5	0.984005	0.008897706	0.896679261	0.11253341	0.7867	0.109443542	0.83109403	0.086586222	0.005610526	0.007417328	0.994389474	0.007417328	0.103320739	0.11253341
RLE	50	1000	50_1000	abundant	10	0.93705	0.007867431	0.430541174	0.037553003	0.7682	0.083742993	0.549681923	0.040230882	0.054063158	0.009627518	0.945936842	0.009627518	0.569458826	0.037553003
RLE	200	1000	200_1000	abundant	10	0.98497	0.012068161	0.861166593	0.097737556	0.8652	0.10655752	0.855228265	0.082814286	0.008726316	0.012577676	0.991273684	0.012577676	0.138833407	0.097737556
RLE	500	1000	500_1000	abundant	10	0.995325	0.004547935	0.963627629	0.058927758	0.9472	0.051169751	0.953534711	0.041639244	0.002142105	0.004221315	0.997857895	0.004221315	0.036372371	0.058927758
GMPR	50	1000	50_1000	abundant	1	0.8504	0.017091849	0.04464154	0.016458567	0.101	0.049756985	0.061485703	0.024439497	0.110157895	0.019668266	0.889842105	0.019668266	0.95535846	0.016458567
GMPR	200	1000	200_1000	abundant	1	0.91478	0.019448108	0.041416588	0.026826745	0.0337	0.02928974	0.03477976	0.024406488	0.038847368	0.021530943	0.961152632	0.021530943	0.958583412	0.026826745
GMPR	500	1000	500_1000	abundant	1	0.92839	0.011987911	0.023056567	0.03011049	0.0109	0.014913556	0.01367926	0.017082691	0.023321053	0.013028646	0.976678947	0.013028646	0.976943433	0.03011049
GMPR	50	1000	50_1000	abundant	2	0.87511	0.013607889	0.144219127	0.026302168	0.3068	0.086723524	0.194894706	0.039153509	0.094978947	0.017102489	0.905021053	0.017102489	0.855780873	0.026302168
GMPR	200	1000	200_1000	abundant	2	0.93563	0.01244962	0.321536584	0.115096244	0.2011	0.07991024	0.235034833	0.071139745	0.025710526	0.014505933	0.974289474	0.014505933	0.678463416	0.115096244
GMPR	500	1000	500_1000	abundant	2	0.94718	0.007047286	0.459741007	0.165744677	0.1599	0.067081964	0.228952971	0.07906198	0.011384211	0.007584976	0.988615789	0.007584976	0.540258993	0.165744677
GMPR	50	1000	50_1000	abundant	5	0.91918	0.010574058	0.348192538	0.031240787	0.6918	0.086927114	0.461236183	0.037908005	0.068852632	0.013017191	0.931147368	0.013017191	0.651807462	0.031240787
GMPR	200	1000	200_1000	abundant	5	0.97618	0.009164468	0.766526322	0.097633706	0.7801	0.095541995	0.767487991	0.075527616	0.0135	0.009127521	0.9865	0.009127521	0.233473678	0.097633706
GMPR	500	1000	500_1000	abundant	5	0.988875	0.004745745	0.92390645	0.05888595	0.8518	0.074010373	0.883754548	0.050186239	0.003910526	0.003501791	0.996089474	0.003501791	0.07609355	0.05888595
GMPR	50	1000	50_1000	abundant	10	0.939465	0.007369489	0.447004528	0.033885151	0.8356	0.056912479	0.580799697	0.029581741	0.055068421	0.009078735	0.944931579	0.009078735	0.552995472	0.033885151
GMPR	200	1000	200_1000	abundant	10	0.989235	0.004616317	0.860362987	0.065902809	0.9459	0.03882348	0.899079537	0.038432235	0.008484211	0.004957233	0.991515789	0.004957233	0.139637013	0.065902809
GMPR	500	1000	500_1000	abundant	10	0.997585	0.002563393	0.969891521	0.03795121	0.984	0.023570226	0.976355514	0.023829875	0.0017	0.002392494	0.9983	0.002392494	0.030108479	0.03795121
CLR	50	1000	50_1000	abundant	1	0.722265	0.071718003	0.122059345	0.014088063	0.7311	0.232108887	0.204876186	0.024269313	0.2782	0.087052688	0.7218	0.087052688	0.877940655	0.014088063
CLR	200	1000	200_1000	abundant	1	0.933505	0.008096793	0.014982235	0.02741608	0.0059	0.010453843	0.008174984	0.014306935	0.017673684	0.008692199	0.982326316	0.008692199	0.985017765	0.02741608
CLR	500	1000	500_1000	abundant	1	0.94487	0.00338268	0.004957824	0.021253043	7.00E-04	0.002931887	0.001204963	0.005004915	0.005436842	0.003583772	0.994563158	0.003583772	0.985042176	0.101742488
CLR	50	1000	50_1000	abundant	2	0.728605	0.063589049	0.147874824	0.023737778	0.885	0.139127875	0.250132694	0.027554434	0.279626316	0.073151767	0.720373684	0.073151767	0.852125176	0.023737778
CLR	200	1000	200_1000	abundant	2	0.94199	0.005014111	0.095038846	0.116348394	0.0144	0.01373045	0.023857817	0.022316513	0.009189474	0.005340956	0.990810526	0.005340956	0.884961154	0.171741012
CLR	500	1000	500_1000	abundant	2	0.94852	0.001729016	0.092734127	0.203626805	0.0038	0.007625052	0.007204017	0.014422381	0.001757895	0.001795717	0.998242105	0.001795717	0.737265873	0.390052617
CLR	50	1000	50_1000	abundant	5	0.783277778	0.078669524	0.202104492	0.07833481	0.925757576	0.094048304	0.320620563	0.080629342	0.224221159	0.086702944	0.775778841	0.086702944	0.797895508	0.07833481
CLR	200	1000	200_1000	abundant	5	0.95259	0.003926972	0.653281101	0.211477196	0.1131	0.072928566	0.185506453	0.103967752	0.003226316	0.002702039	0.996773684	0.002702039	0.346718899	0.211477196
CLR	500	1000	500_1000	abundant	5	0.9508	0.000992395	0.678797619	0.373499699	0.0236	0.021391965	0.044809211	0.039072552	4.00E-04	0.000599019	0.9996	0.000599019	0.191202381	0.274725987
CLR	50	1000	50_1000	abundant	10	0.84191	0.072302513	0.280832786	0.144808056	0.9428	0.062637001	0.41091664	0.129702731	0.1634	0.078716779	0.8366	0.078716779	0.719167214	0.144808056
CLR	200	1000	200_1000	abundant	10	0.96833	0.006048716	0.943287729	0.060262379	0.3901	0.118896398	0.542129329	0.11985125	0.001236842	0.001374043	0.998763158	0.001374043	0.056712271	0.060262379
CLR	500	1000	500_1000	abundant	10	0.964505	0.005697552	0.992208615	0.018363288	0.2921	0.113842839	0.439681422	0.135898196	0.000105263	0.000224422	0.999894737	0.000224422	0.007791385	0.018363288
TSS	50	200	50_200	abundant	1	0.80645	0.02839383	0.039797969	0.047308986	0.0405	0.048562674	0.039084281	0.045673299	0.108444444	0.031816204	0.891555556	0.031816204	0.960202031	0.047308986
TSS	200	200	200_200	abundant	1	0.87825	0.016397447	0.008686869	0.054201434	0.002	0.009847319	0.003013138	0.014972128	0.024388889	0.018296566	0.975611111	0.018296566	0.911313131	0.27545833
TSS	500	200	500_200	abundant	1	0.88965	0.010807195	0.005	0.035176324	0.001	0.007035265	0.001666667	0.011725441	0.011611111	0.012029783	0.988388889	0.012029783	0.715	0.449494666
TSS	50	200	50_200	abundant	2	0.8646	0.026464003	0.33681646	0.110886749	0.332	0.107195658	0.329059632	0.099210227	0.076222222	0.02647424	0.923777778	0.02647424	0.66318354	0.110886749
TSS	200	200	200_200	abundant	2	0.91345	0.014952703	0.666510766	0.188911138	0.2895	0.131865979	0.387682218	0.142181505	0.017222222	0.01284215	0.982777778	0.01284215	0.333489234	0.188911138
TSS	500	200	500_200	abundant	2	0.9216	0.014175666	0.814155372	0.207163009	0.2735	0.126422212	0.397565745	0.155220052	0.006388889	0.00662421	0.993611111	0.00662421	0.175844628	0.190968398
TSS	50	200	50_200	abundant	5	0.95005	0.022230371	0.721511548	0.105765248	0.8655	0.076440708	0.780888546	0.074053997	0.040555556	0.024763503	0.959444444	0.024763503	0.278488452	0.105765248
TSS	200	200	200_200	abundant	5	0.9764	0.019254804	0.870505331	0.125949081	0.93	0.066666667	0.89264875	0.076875599	0.018444444	0.021068242	0.981555556	0.021068242	0.129494669	0.125949081
TSS	500	200	500_200	abundant	5	0.977	0.021742292	0.862791285	0.139635916	0.955	0.05198096	0.899825618	0.086760914	0.020555556	0.023457528	0.979444444	0.023457528	0.137208715	0.139635916
TSS	50	200	50_200	abundant	10	0.9712	0.026074098	0.817547175	0.119450813	0.9635	0.041350314	0.878567048	0.078677379	0.027944444	0.029380847	0.972055556	0.029380847	0.182452825	0.119450813
TSS	200	200	200_200	abundant	10	0.99365	0.011760553	0.953737853	0.082059391	0.9945	0.017254775	0.971654478	0.048759596	0.006444444	0.012895931	0.993555556	0.012895931	0.046262147	0.082059391
TSS	500	200	500_200	abundant	10	0.9947	0.012964988	0.961871184	0.086474635	0.998	0.009847319	0.977320432	0.051555268	0.005666667	0.014409004	0.994333333	0.014409004	0.038128816	0.086474635
TSS	50	500	50_500	abundant	1	0.7808	0.030724583	0.039603381	0.025212183	0.0532	0.037305184	0.04467939	0.028726147	0.138355556	0.035844254	0.861644444	0.035844254	0.960396619	0.025212183
TSS	200	500	200_500	abundant	1	0.87314	0.015306313	0.035291852	0.065152578	0.0096	0.014901698	0.014465974	0.022538057	0.030911111	0.017152573	0.969088889	0.017152573	0.964708148	0.065152578
TSS	500	500	500_500	abundant	1	0.88872	0.010124558	0.015098596	0.042624786	0.003	0.008226589	0.00487491	0.01325657	0.012866667	0.011528826	0.987133333	0.011528826	0.904901404	0.271514511
TSS	50	500	50_500	abundant	2	0.8507	0.022774033	0.309678158	0.066581972	0.3836	0.081470327	0.33957919	0.065860588	0.0974	0.025189255	0.9026	0.025189255	0.690321842	0.066581972
TSS	200	500	200_500	abundant	2	0.9131	0.011920189	0.653402255	0.133494701	0.2986	0.082694766	0.403379878	0.092731	0.018622222	0.010296902	0.981377778	0.010296902	0.346597745	0.133494701
TSS	500	500	500_500	abundant	2	0.91826	0.009112784	0.812881589	0.134659397	0.237	0.077139517	0.36182064	0.100008791	0.006044444	0.004567106	0.993955556	0.004567106	0.187118411	0.134659397
TSS	50	500	50_500	abundant	5	0.93426	0.02058077	0.639543539	0.086987559	0.841	0.060661338	0.722834367	0.065186477	0.055377778	0.021877643	0.944622222	0.021877643	0.360456461	0.086987559
TSS	200	500	200_500	abundant	5	0.98404	0.009123086	0.925839072	0.065410788	0.9198	0.046839075	0.920971201	0.041880084	0.008822222	0.009118554	0.991177778	0.009118554	0.074160928	0.065410788
TSS	500	500	500_500	abundant	5	0.99158	0.006752747	0.969257369	0.044217205	0.948	0.037605072	0.957710863	0.032057692	0.003577778	0.005797385	0.996422222	0.005797385	0.030742631	0.044217205
TSS	50	500	50_500	abundant	10	0.96416	0.011251684	0.765503457	0.06645364	0.939	0.040539294	0.84137034	0.04344782	0.033044444	0.012585282	0.966955556	0.012585282	0.234496543	0.06645364
TSS	200	500	200_500	abundant	10	0.99554	0.005324652	0.97274987	0.039493955	0.985	0.021532217	0.978268649	0.024032889	0.003288889	0.005502372	0.996711111	0.005502372	0.02725013	0.039493955
TSS	500	500	500_500	abundant	10	0.99758	0.006970617	0.983393474	0.046485271	0.9956	0.011574964	0.988846233	0.028691097	0.0022	0.007397266	0.9978	0.007397266	0.016606526	0.046485271
TSS	50	1000	50_1000	abundant	1	0.68205	0.02670466	0.043051464	0.013253918	0.1045	0.040110328	0.060764912	0.019779623	0.253777778	0.032085122	0.746222222	0.032085122	0.956948536	0.013253918
TSS	200	1000	200_1000	abundant	1	0.79982	0.039233149	0.039135894	0.021460943	0.0429	0.026677839	0.039554465	0.021712109	0.116077778	0.045181723	0.883922222	0.045181723	0.960864106	0.021460943
TSS	500	1000	500_1000	abundant	1	0.83529	0.03467258	0.016441621	0.019412246	0.0134	0.01658891	0.014137043	0.016615924	0.073388889	0.039537914	0.926611111	0.039537914	0.983558379	0.019412246
TSS	50	1000	50_1000	abundant	2	0.74345	0.02322067	0.148175779	0.022690299	0.33	0.066938838	0.203808785	0.03236812	0.210611111	0.028812978	0.789388889	0.028812978	0.851824221	0.022690299
TSS	200	1000	200_1000	abundant	2	0.86032	0.023224804	0.279863654	0.095230987	0.2211	0.069119937	0.239791831	0.065600646	0.068655556	0.027001866	0.931344444	0.027001866	0.720136346	0.095230987
TSS	500	1000	500_1000	abundant	2	0.89253	0.014822488	0.447445193	0.162875704	0.1638	0.054841922	0.232538895	0.069622654	0.0265	0.015921912	0.9735	0.015921912	0.552554807	0.162875704
TSS	50	1000	50_1000	abundant	5	0.83463	0.019806975	0.34785804	0.0331095	0.732	0.072292895	0.470239267	0.037753714	0.153966667	0.023889348	0.846033333	0.023889348	0.65214196	0.0331095
TSS	200	1000	200_1000	abundant	5	0.95415	0.015252339	0.755804688	0.084081526	0.8254	0.06837833	0.78472857	0.054654448	0.031544444	0.016898053	0.968455556	0.016898053	0.244195312	0.084081526
TSS	500	1000	500_1000	abundant	5	0.97962	0.007214996	0.923991468	0.04603554	0.8705	0.062237327	0.894596793	0.038888723	0.008255556	0.005534765	0.991744444	0.005534765	0.076008532	0.04603554
TSS	50	1000	50_1000	abundant	10	0.88105	0.014354371	0.453248517	0.032905095	0.8643	0.05152728	0.593322033	0.029319443	0.117088889	0.018101555	0.882911111	0.018101555	0.546751483	0.032905095
TSS	200	1000	200_1000	abundant	10	0.98106	0.007353718	0.872172429	0.054691101	0.9552	0.031924153	0.910563142	0.03236385	0.016066667	0.007950495	0.983933333	0.007950495	0.127827571	0.054691101
TSS	500	1000	500_1000	abundant	10	0.99585	0.005197853	0.972675818	0.038176948	0.9881	0.01375801	0.979895645	0.022846713	0.003288889	0.005461425	0.996711111	0.005461425	0.027324182	0.038176948
